route_id,stop_id,hour,day_of_week,traffic_level,rainfall_level,incident_flag,passenger_density_score,scheduled_travel_minutes,delay_minutes
TJ_02,TJ_BLOK_M,6,5,2,0,0,0.21454553813357588,13.0,2.069
TJ_01,TJ_LEBAK_BULUS,11,3,2,0,0,0.47026458854590925,22.0,2.402
MKT_01,TJ_CAWANG,8,4,3,1,0,0.8728227538106974,23.0,6.446
MKT_01,TJ_CAWANG,7,3,2,1,0,0.3305997305729941,9.0,6.865
TJ_02,TJ_BLOK_M,10,0,1,2,0,0.6392958708644215,24.0,1.851
TJ_02,TJ_LEBAK_BULUS,8,0,3,1,1,0.5738858807085054,13.0,9.426
MKT_01,TJ_DUKUH_ATAS,8,5,1,2,0,0.5605587545765971,12.0,6.69
TJ_01,TJ_DUKUH_ATAS,10,5,0,1,0,0.36380195591562053,11.0,1.385
MKT_01,TJ_LEBAK_BULUS,16,4,2,1,0,0.3291083978537649,18.0,6.014
TJ_01,TJ_LEBAK_BULUS,17,3,4,0,0,0.21296794863761342,13.0,5.563
TJ_01,TJ_LEBAK_BULUS,13,0,1,0,0,0.3809005316298172,6.0,1.113
TJ_02,TJ_TANAH_ABANG,18,0,3,0,0,0.38111525126838924,23.0,4.061
TJ_02,TJ_DUKUH_ATAS,7,1,2,3,0,0.5178866229586376,6.0,5.618
TJ_02,TJ_BLOK_M,10,3,0,0,1,0.13314967196828162,11.0,4.113
MKT_01,TJ_DUKUH_ATAS,15,4,1,3,1,0.2074467381439513,16.0,8.951
TJ_02,TJ_DUKUH_ATAS,5,5,2,0,0,0.3737848563291781,24.0,0.722
MKT_01,TJ_CAWANG,9,5,4,0,0,0.5091658502931172,8.0,8.522
MKT_01,TJ_BLOK_M,14,3,0,3,0,0.15283204083090435,10.0,2.194
MKT_01,TJ_BLOK_M,19,5,3,0,1,0.09765050044872903,20.0,10.953
TJ_01,TJ_BLOK_M,14,2,1,1,1,0.42558782927042166,19.0,5.22
MKT_01,TJ_LEBAK_BULUS,12,3,2,3,0,0.35383146113860137,6.0,3.357
TJ_01,TJ_LEBAK_BULUS,10,0,3,1,0,0.39577483900392957,6.0,3.713
TJ_02,TJ_BLOK_M,20,2,3,1,0,0.3210417690889904,20.0,2.879
MKT_01,TJ_DUKUH_ATAS,8,2,1,1,0,0.4745844469606457,10.0,6.442
TJ_01,TJ_CAWANG,16,6,4,0,1,0.5502943244916914,18.0,9.787
TJ_01,TJ_CAWANG,7,1,2,1,0,0.6316042012967595,21.0,5.098
MKT_01,TJ_BLOK_M,14,2,2,0,0,0.4780946180822183,8.0,3.449
TJ_01,TJ_BLOK_M,14,6,2,0,0,0.611098461360186,13.0,2.939
TJ_02,TJ_BLOK_M,10,4,3,3,0,0.07187054955752005,8.0,3.008
MKT_01,TJ_LEBAK_BULUS,10,1,2,3,1,0.1887988664429798,15.0,7.066
MKT_01,TJ_BLOK_M,21,0,2,0,0,0.10479098459795637,24.0,2.295
MKT_01,TJ_CAWANG,17,4,3,0,0,0.5315004435242835,13.0,6.278
MKT_01,TJ_DUKUH_ATAS,5,0,2,2,0,0.37532277840253997,12.0,5.182
TJ_02,TJ_BLOK_M,14,1,2,0,0,0.13198415567244545,8.0,1.706
TJ_02,TJ_LEBAK_BULUS,5,4,0,0,0,0.5339964270364883,19.0,0.886
TJ_02,TJ_DUKUH_ATAS,15,0,1,3,0,0.7553937950231406,18.0,4.896
TJ_02,TJ_TANAH_ABANG,22,4,1,0,1,0.5621525485838442,12.0,5.191
TJ_01,TJ_BLOK_M,18,3,3,0,0,0.41946461138917096,19.0,6.092
MKT_01,TJ_CAWANG,12,4,1,1,0,0.5745840617276705,20.0,6.567
TJ_01,TJ_DUKUH_ATAS,20,1,2,1,0,0.1582302253301638,21.0,3.515
TJ_01,TJ_TANAH_ABANG,12,5,3,0,1,0.38933343066596665,24.0,6.428
TJ_02,TJ_CAWANG,6,4,1,1,0,0.5314351692863343,13.0,0.4
TJ_01,TJ_DUKUH_ATAS,9,3,4,2,0,0.7331155926307136,17.0,8.74
TJ_01,TJ_BLOK_M,14,5,2,0,0,0.1857867369915515,9.0,1.562
TJ_01,TJ_CAWANG,7,6,3,0,0,0.6533950478574158,16.0,6.501
TJ_02,TJ_TANAH_ABANG,11,4,0,1,1,0.204596363535321,19.0,4.924
MKT_01,TJ_DUKUH_ATAS,12,5,0,1,1,0.19931851651081706,22.0,7.078
TJ_01,TJ_DUKUH_ATAS,16,3,2,1,0,0.26330894270666455,23.0,5.684
TJ_01,TJ_DUKUH_ATAS,8,2,3,0,1,0.4634732920809115,17.0,7.526
TJ_01,TJ_TANAH_ABANG,9,2,2,0,0,0.6397671947705768,6.0,4.516
MKT_01,TJ_BLOK_M,8,3,3,0,1,0.26442669444560907,22.0,9.481
TJ_02,TJ_LEBAK_BULUS,13,4,2,0,1,0.2457351321859846,24.0,6.292
MKT_01,TJ_CAWANG,8,2,4,1,0,0.9640229584439373,23.0,6.704
MKT_01,TJ_CAWANG,14,0,2,0,0,0.2833556367355892,16.0,2.819
TJ_01,TJ_TANAH_ABANG,10,6,1,0,0,0.1862054785867386,23.0,0.775
TJ_01,TJ_TANAH_ABANG,20,3,0,2,0,0.3895650605072298,24.0,3.067
TJ_01,TJ_TANAH_ABANG,8,1,1,3,0,0.8038470405447669,13.0,5.605
TJ_01,TJ_CAWANG,18,6,3,1,0,0.6854660833339332,17.0,7.444
MKT_01,TJ_TANAH_ABANG,8,6,1,0,0,0.5254439412339676,23.0,3.909
MKT_01,TJ_DUKUH_ATAS,21,5,1,1,0,0.6119738299355496,18.0,1.457
TJ_02,TJ_BLOK_M,17,5,2,1,0,0.02703881058990375,17.0,4.991
TJ_01,TJ_DUKUH_ATAS,21,3,3,2,1,0.197677656897558,22.0,8.983
TJ_01,TJ_CAWANG,6,0,2,0,0,0.22215334151891794,19.0,0.048
TJ_02,TJ_LEBAK_BULUS,22,5,2,3,1,0.37037867596988955,21.0,4.489
TJ_01,TJ_DUKUH_ATAS,12,5,3,3,0,0.24325015112872345,14.0,5.802
TJ_02,TJ_DUKUH_ATAS,16,0,4,2,0,0.5459941073289013,22.0,6.663
MKT_01,TJ_DUKUH_ATAS,10,1,3,3,0,0.223798994293101,18.0,8.108
TJ_02,TJ_TANAH_ABANG,12,3,3,0,0,0.3172658264547766,12.0,3.139
TJ_02,TJ_LEBAK_BULUS,12,0,2,3,0,0.6177381644704291,11.0,2.727
TJ_01,TJ_DUKUH_ATAS,17,2,4,0,0,0.09708735170899124,18.0,2.204
TJ_02,TJ_BLOK_M,15,0,2,3,0,0.8334882962783354,21.0,6.932
MKT_01,TJ_TANAH_ABANG,14,6,0,0,0,0.7493758974595145,19.0,1.581
MKT_01,TJ_CAWANG,8,0,2,0,0,0.6579751238315503,18.0,5.191
MKT_01,TJ_BLOK_M,19,3,4,2,0,0.5509895874832702,17.0,7.642
MKT_01,TJ_CAWANG,12,6,1,1,1,0.3586205588736522,10.0,6.359
TJ_01,TJ_TANAH_ABANG,11,2,1,0,0,0.09676141144305639,16.0,2.553
TJ_02,TJ_TANAH_ABANG,11,4,4,3,0,0.05147060602849343,15.0,6.002
MKT_01,TJ_CAWANG,19,5,1,0,1,0.0707316286351714,19.0,8.226
TJ_01,TJ_BLOK_M,10,1,0,1,0,0.37606262550289365,19.0,2.481
MKT_01,TJ_CAWANG,18,2,2,1,0,0.5989301089697662,24.0,7.663
MKT_01,TJ_BLOK_M,13,0,3,0,0,0.011181537999228096,12.0,2.277
MKT_01,TJ_LEBAK_BULUS,7,0,2,0,0,0.5850701239439375,13.0,6.281
TJ_02,TJ_TANAH_ABANG,16,3,2,0,0,0.3056413008388015,11.0,3.712
MKT_01,TJ_TANAH_ABANG,7,3,4,1,0,0.6086980677429525,20.0,7.533
MKT_01,TJ_DUKUH_ATAS,22,3,3,2,0,0.4248822592441583,20.0,5.783
MKT_01,TJ_LEBAK_BULUS,8,1,3,0,0,0.5158821260979451,20.0,2.872
TJ_02,TJ_DUKUH_ATAS,5,5,2,2,1,0.042581322153399465,13.0,6.509
TJ_02,TJ_DUKUH_ATAS,7,0,1,3,1,0.9617748333239771,22.0,11.989
TJ_01,TJ_DUKUH_ATAS,17,2,3,0,1,0.27202866800810865,24.0,7.155
MKT_01,TJ_LEBAK_BULUS,18,6,5,0,0,0.4328555102657508,6.0,7.992
TJ_01,TJ_LEBAK_BULUS,5,5,4,0,0,0.3110216083898752,17.0,4.866
TJ_01,TJ_BLOK_M,15,4,2,0,1,0.13013129760436729,17.0,9.283
TJ_02,TJ_LEBAK_BULUS,7,5,1,1,0,0.33587744737292946,8.0,6.354
TJ_01,TJ_DUKUH_ATAS,18,5,3,0,0,0.3924021420420477,13.0,5.67
TJ_01,TJ_LEBAK_BULUS,22,1,1,3,0,0.00851027413039932,9.0,2.401
TJ_01,TJ_DUKUH_ATAS,21,2,1,2,0,0.21913071767049527,19.0,3.051
MKT_01,TJ_LEBAK_BULUS,6,2,0,2,0,0.08136432162483319,10.0,2.404
TJ_02,TJ_BLOK_M,21,4,3,1,0,0.2581569720332554,13.0,2.223
MKT_01,TJ_TANAH_ABANG,18,0,1,0,0,0.2164597821677796,11.0,3.969
MKT_01,TJ_DUKUH_ATAS,14,0,0,0,0,0.4947454926859924,9.0,1.713
MKT_01,TJ_TANAH_ABANG,14,0,2,1,0,0.21851221808023658,7.0,2.86
TJ_01,TJ_BLOK_M,10,5,0,2,0,0.3719913631816728,10.0,3.501
MKT_01,TJ_CAWANG,22,0,3,1,0,0.236508218344895,7.0,4.588
TJ_01,TJ_BLOK_M,12,4,2,3,0,0.19684727953387265,8.0,3.013
MKT_01,TJ_TANAH_ABANG,8,3,2,3,0,0.6394330328254947,12.0,8.987
TJ_01,TJ_LEBAK_BULUS,18,3,3,0,1,0.6615991418317981,10.0,9.832
TJ_02,TJ_DUKUH_ATAS,18,1,4,1,1,0.1494108471243431,22.0,8.577
TJ_02,TJ_LEBAK_BULUS,18,4,1,2,0,0.3494606394350385,19.0,7.297
TJ_02,TJ_CAWANG,22,3,0,3,1,0.0785281948804569,13.0,5.614
TJ_02,TJ_LEBAK_BULUS,12,1,0,3,0,0.22368081133633513,11.0,5.26
TJ_02,TJ_CAWANG,15,4,2,1,0,0.2260925911959546,16.0,2.271
TJ_01,TJ_TANAH_ABANG,14,4,1,1,0,0.23230573887152967,13.0,2.528
TJ_02,TJ_BLOK_M,9,4,3,2,0,0.47645551771566336,16.0,7.085
TJ_02,TJ_TANAH_ABANG,11,0,1,0,0,0.37767334868806224,23.0,2.363
TJ_02,TJ_LEBAK_BULUS,17,6,2,0,0,0.2619450659140651,7.0,6.546
TJ_02,TJ_BLOK_M,22,6,1,1,0,0.32858187202643624,20.0,1.776
MKT_01,TJ_LEBAK_BULUS,22,1,1,3,0,0.46973841898149643,7.0,3.006
TJ_02,TJ_CAWANG,18,4,2,0,0,0.5333184888079713,14.0,2.304
MKT_01,TJ_DUKUH_ATAS,15,1,1,1,0,0.17624323882501391,21.0,3.615
MKT_01,TJ_DUKUH_ATAS,20,6,2,2,0,0.4658355505814828,6.0,3.807
TJ_01,TJ_DUKUH_ATAS,9,2,3,1,0,0.787235770298133,24.0,3.826
TJ_01,TJ_CAWANG,8,0,5,3,1,0.9088297033412016,11.0,11.438
MKT_01,TJ_LEBAK_BULUS,14,3,2,0,0,0.3754342078220101,8.0,2.11
TJ_01,TJ_CAWANG,8,3,2,1,0,0.4861146924969518,24.0,6.78
TJ_02,TJ_CAWANG,19,2,3,0,0,0.3980955274088106,8.0,3.989
TJ_02,TJ_DUKUH_ATAS,7,4,5,1,0,0.23069639833888386,24.0,7.696
MKT_01,TJ_DUKUH_ATAS,10,1,1,1,1,0.5498950150026667,8.0,9.777
TJ_01,TJ_LEBAK_BULUS,9,1,3,1,0,0.46516168140901004,24.0,4.598
TJ_02,TJ_LEBAK_BULUS,21,3,1,1,0,0.13946910161048384,24.0,4.861
TJ_01,TJ_DUKUH_ATAS,7,3,2,0,0,0.5786883378114215,22.0,4.083
MKT_01,TJ_DUKUH_ATAS,17,6,1,0,0,0.6075012354289184,24.0,3.913
TJ_01,TJ_CAWANG,10,0,2,2,0,0.19973445888463412,23.0,5.621
MKT_01,TJ_LEBAK_BULUS,12,0,0,1,0,0.20889390507068747,14.0,1.201
TJ_02,TJ_TANAH_ABANG,6,2,1,1,1,0.22800845069014522,13.0,4.085
MKT_01,TJ_TANAH_ABANG,18,1,3,3,1,0.3189722574116908,22.0,10.993
TJ_02,TJ_DUKUH_ATAS,7,4,4,1,0,0.47945021929758913,23.0,6.374
TJ_01,TJ_TANAH_ABANG,5,3,0,2,0,0.3739770409818554,7.0,3.132
MKT_01,TJ_LEBAK_BULUS,11,2,3,0,0,0.3113804283255267,10.0,3.605
MKT_01,TJ_LEBAK_BULUS,10,2,2,0,0,0.5359183729119361,23.0,2.369
TJ_02,TJ_CAWANG,17,0,1,0,0,0.0855665376444768,22.0,1.498
MKT_01,TJ_DUKUH_ATAS,11,2,0,1,0,0.3443913361041628,10.0,2.85
MKT_01,TJ_TANAH_ABANG,12,1,0,1,0,0.7331745796890543,11.0,3.786
TJ_02,TJ_DUKUH_ATAS,15,6,1,1,0,0.3124063430990651,21.0,1.52
MKT_01,TJ_TANAH_ABANG,11,2,2,3,0,0.16848799266859832,20.0,4.996
TJ_01,TJ_LEBAK_BULUS,5,0,2,2,1,0.2751558156996012,14.0,8.033
MKT_01,TJ_BLOK_M,15,5,1,0,0,0.18042319501907342,21.0,3.167
MKT_01,TJ_LEBAK_BULUS,8,5,2,1,0,0.4151396086013003,10.0,4.525
MKT_01,TJ_TANAH_ABANG,16,1,1,0,0,0.5673386304405077,9.0,6.182
TJ_01,TJ_DUKUH_ATAS,12,2,3,0,0,0.6738028719664411,19.0,1.542
TJ_01,TJ_LEBAK_BULUS,10,5,3,1,0,0.40669255986182623,9.0,3.478
TJ_01,TJ_LEBAK_BULUS,12,0,3,3,1,0.23936644394220646,23.0,9.082
TJ_02,TJ_LEBAK_BULUS,20,3,2,0,0,0.3221136641634369,13.0,0.452
TJ_01,TJ_LEBAK_BULUS,13,0,3,2,0,0.5782022978148802,17.0,4.926
MKT_01,TJ_TANAH_ABANG,13,2,2,0,0,0.7432213071792294,14.0,6.431
TJ_01,TJ_TANAH_ABANG,16,1,3,1,0,0.5087808043093595,15.0,4.183
MKT_01,TJ_LEBAK_BULUS,15,0,1,0,0,0.18103815332174378,10.0,0.659
TJ_01,TJ_BLOK_M,11,1,0,2,0,0.47394013137387164,9.0,5.25
TJ_01,TJ_CAWANG,15,5,2,0,1,0.49416589485487267,12.0,5.232
TJ_02,TJ_LEBAK_BULUS,16,6,3,2,0,0.7336904601360126,23.0,10.146
TJ_01,TJ_CAWANG,5,3,2,1,0,0.11842632258429363,10.0,3.71
TJ_01,TJ_LEBAK_BULUS,10,2,2,1,0,0.21092010703342945,8.0,3.266
TJ_01,TJ_DUKUH_ATAS,7,6,3,1,0,0.4867130411856432,13.0,6.185
TJ_02,TJ_BLOK_M,20,0,2,0,0,0.31586479703669257,11.0,3.042
TJ_01,TJ_LEBAK_BULUS,12,2,2,2,1,0.05426539336365506,16.0,5.422
MKT_01,TJ_TANAH_ABANG,13,2,1,1,0,0.4578977325779112,20.0,2.71
TJ_02,TJ_DUKUH_ATAS,7,6,3,1,0,0.3219260360764137,22.0,7.321
MKT_01,TJ_TANAH_ABANG,22,4,2,0,1,0.5723124674603226,8.0,7.879
MKT_01,TJ_DUKUH_ATAS,11,6,2,3,0,0.1850694644954977,16.0,5.785
TJ_02,TJ_LEBAK_BULUS,11,4,1,0,0,0.5027999767965015,12.0,2.301
TJ_01,TJ_CAWANG,8,4,4,1,0,0.5697287455190192,11.0,4.27
TJ_01,TJ_LEBAK_BULUS,18,0,2,1,0,0.1943679477560819,9.0,4.525
TJ_02,TJ_CAWANG,17,1,3,2,0,0.06541103745641585,9.0,5.355
TJ_01,TJ_BLOK_M,16,3,2,1,1,0.2817422700988159,19.0,6.201
MKT_01,TJ_LEBAK_BULUS,10,3,2,0,0,0.08942639777999158,24.0,3.602
MKT_01,TJ_LEBAK_BULUS,5,4,0,0,1,0.11042429166485472,13.0,8.899
TJ_02,TJ_TANAH_ABANG,19,6,1,3,1,0.30457568057280565,11.0,7.128
MKT_01,TJ_BLOK_M,6,4,2,1,0,0.5230355239798729,11.0,3.611
TJ_01,TJ_CAWANG,16,4,2,3,0,0.3470691693072839,16.0,6.591
MKT_01,TJ_CAWANG,7,1,3,1,0,0.8386036386700666,7.0,8.095
MKT_01,TJ_TANAH_ABANG,22,0,0,1,1,0.48915506958488325,7.0,6.093
TJ_01,TJ_DUKUH_ATAS,22,3,0,3,0,0.07601698901055905,13.0,1.686
TJ_02,TJ_TANAH_ABANG,7,3,1,1,0,0.8401854161863769,13.0,4.23
TJ_01,TJ_BLOK_M,5,0,3,3,0,0.37304503750833473,13.0,5.146
TJ_01,TJ_BLOK_M,10,5,1,3,0,0.47291637761646016,18.0,3.009
TJ_02,TJ_CAWANG,5,0,2,0,0,0.10229382954905901,18.0,3.866
TJ_01,TJ_BLOK_M,10,3,2,0,0,0.29836068691913536,15.0,0.151
TJ_02,TJ_CAWANG,22,5,2,3,1,0.26183105851615973,22.0,5.777
TJ_01,TJ_BLOK_M,18,4,1,1,0,0.6932655824950161,22.0,4.145
TJ_01,TJ_BLOK_M,5,5,2,0,1,0.007550022110810135,12.0,3.976
TJ_01,TJ_LEBAK_BULUS,19,0,2,0,0,0.5186861559008925,23.0,3.829
MKT_01,TJ_LEBAK_BULUS,13,4,3,1,0,0.05862803524275384,15.0,3.312
MKT_01,TJ_DUKUH_ATAS,5,3,0,0,0,0.10773293429362363,14.0,2.079
MKT_01,TJ_CAWANG,16,5,3,1,0,0.2927960035642815,19.0,6.31
MKT_01,TJ_CAWANG,12,2,1,3,0,0.4976625521099355,12.0,6.956
TJ_01,TJ_CAWANG,11,1,2,0,1,0.21283317538346172,6.0,4.477
MKT_01,TJ_TANAH_ABANG,21,2,0,0,0,0.2730258082245678,16.0,1.399
MKT_01,TJ_DUKUH_ATAS,6,0,1,0,0,0.3047817534049018,14.0,1.812
TJ_01,TJ_TANAH_ABANG,20,4,1,1,0,0.19323243949034993,21.0,1.459
MKT_01,TJ_BLOK_M,20,5,0,1,0,0.4233555769656655,9.0,3.034
TJ_01,TJ_BLOK_M,6,5,1,3,0,0.15892529757978538,22.0,3.722
MKT_01,TJ_LEBAK_BULUS,15,6,1,1,0,0.26119177369724633,17.0,3.753
TJ_02,TJ_LEBAK_BULUS,16,4,0,0,0,0.5347252257110972,9.0,5.22
TJ_02,TJ_CAWANG,14,6,0,0,0,0.4214103386059408,10.0,0.885
MKT_01,TJ_BLOK_M,6,5,2,1,0,0.6111047511192567,14.0,2.559
MKT_01,TJ_CAWANG,5,6,2,3,1,0.10802182196639167,21.0,8.336
TJ_02,TJ_LEBAK_BULUS,9,3,2,0,0,0.3974564439382703,23.0,5.229
MKT_01,TJ_LEBAK_BULUS,14,5,2,0,0,0.08313714421495189,7.0,4.523
TJ_02,TJ_BLOK_M,19,0,3,0,0,0.10418704807852112,23.0,4.306
TJ_02,TJ_LEBAK_BULUS,17,3,3,1,1,0.3539436875890628,21.0,8.927
MKT_01,TJ_DUKUH_ATAS,14,4,3,1,0,0.32239425673151934,13.0,4.507
TJ_02,TJ_CAWANG,19,4,2,3,0,0.11614311545107592,15.0,5.276
MKT_01,TJ_LEBAK_BULUS,18,0,2,1,0,0.15790949610423102,23.0,4.953
TJ_01,TJ_TANAH_ABANG,8,4,2,0,0,0.8537368574152626,11.0,5.971
MKT_01,TJ_CAWANG,10,0,1,1,0,0.6388302143133008,16.0,5.123
MKT_01,TJ_DUKUH_ATAS,10,3,1,0,0,0.8260866385203263,17.0,2.79
MKT_01,TJ_BLOK_M,14,3,1,0,0,0.136512997024411,13.0,1.796
TJ_01,TJ_CAWANG,16,6,3,3,0,0.7280598870857251,6.0,6.963
TJ_01,TJ_LEBAK_BULUS,17,1,1,0,0,0.3469261192830846,15.0,3.614
TJ_02,TJ_CAWANG,8,6,4,3,0,0.662329302655841,6.0,7.763
TJ_01,TJ_DUKUH_ATAS,10,6,2,3,0,0.1550607009721363,20.0,5.022
MKT_01,TJ_BLOK_M,17,5,2,1,0,0.6489229756113393,12.0,6.431
TJ_02,TJ_LEBAK_BULUS,21,0,1,1,0,0.31476047303266347,15.0,1.491
MKT_01,TJ_CAWANG,6,2,3,1,0,0.21480924589355774,24.0,4.019
TJ_01,TJ_LEBAK_BULUS,18,6,2,0,0,0.28604445382902294,13.0,4.446
MKT_01,TJ_TANAH_ABANG,11,1,1,1,0,0.5727877774437655,15.0,3.656
MKT_01,TJ_BLOK_M,19,5,1,0,0,0.3121682187812823,10.0,5.104
MKT_01,TJ_DUKUH_ATAS,18,4,2,3,0,0.09269275277189919,7.0,7.589
MKT_01,TJ_DUKUH_ATAS,17,4,2,2,0,0.666476171256798,15.0,6.327
TJ_02,TJ_BLOK_M,12,4,2,2,0,0.5285102029030015,20.0,4.349
TJ_02,TJ_LEBAK_BULUS,18,3,3,0,0,0.584313055911599,17.0,4.384
TJ_01,TJ_LEBAK_BULUS,16,6,2,0,0,0.09964109983589303,14.0,0.673
TJ_02,TJ_CAWANG,10,6,1,2,0,0.6708813978875485,24.0,2.078
MKT_01,TJ_TANAH_ABANG,8,1,2,3,0,0.6059526977893177,17.0,7.079
MKT_01,TJ_LEBAK_BULUS,17,3,3,1,0,0.6902018561302335,12.0,9.458
MKT_01,TJ_CAWANG,7,6,1,0,0,0.44843388035965714,18.0,5.464
MKT_01,TJ_BLOK_M,17,4,2,3,0,0.28959203242481646,15.0,6.855
MKT_01,TJ_DUKUH_ATAS,9,3,2,2,0,0.5028883283251268,21.0,7.066
MKT_01,TJ_LEBAK_BULUS,7,3,2,0,0,0.47302175141979147,16.0,4.683
TJ_01,TJ_DUKUH_ATAS,8,4,1,0,0,0.3471194425094267,21.0,4.548
TJ_01,TJ_CAWANG,15,0,1,1,0,0.2670399753318991,16.0,2.778
TJ_02,TJ_CAWANG,20,4,0,1,0,0.26671106612918377,22.0,0.564
TJ_02,TJ_LEBAK_BULUS,5,4,1,0,1,0.38757902559790774,19.0,5.375
TJ_01,TJ_LEBAK_BULUS,22,5,2,1,0,0.2321930861484077,18.0,3.402
MKT_01,TJ_BLOK_M,7,3,2,0,0,0.5619733154269657,22.0,4.036
TJ_01,TJ_CAWANG,22,0,2,2,0,0.47017165773372765,20.0,5.815
TJ_02,TJ_BLOK_M,13,3,3,3,0,0.54926872951621,17.0,4.6
TJ_01,TJ_TANAH_ABANG,18,6,5,1,0,0.48292484397139357,21.0,7.467
TJ_02,TJ_DUKUH_ATAS,20,4,3,1,1,0.3864296262468389,24.0,5.09
MKT_01,TJ_TANAH_ABANG,19,0,3,1,0,0.33088158015041935,10.0,5.182
TJ_01,TJ_LEBAK_BULUS,20,4,1,0,0,0.22330645291233686,22.0,0.0
TJ_02,TJ_LEBAK_BULUS,9,6,4,0,0,0.40524324169775916,22.0,5.504
TJ_01,TJ_TANAH_ABANG,22,3,2,0,0,0.11469113540173193,13.0,0.487
MKT_01,TJ_TANAH_ABANG,9,0,3,1,0,0.7732279069259667,16.0,6.682
TJ_02,TJ_BLOK_M,12,4,1,0,0,0.5398071579573327,8.0,3.971
TJ_01,TJ_TANAH_ABANG,22,6,3,0,0,0.45068091463806154,14.0,4.433
MKT_01,TJ_LEBAK_BULUS,5,5,2,0,0,0.27823361420859843,8.0,2.245
MKT_01,TJ_TANAH_ABANG,18,1,3,2,0,0.3285550693994023,10.0,6.204
MKT_01,TJ_CAWANG,12,3,2,0,0,0.4608480636119003,10.0,4.659
TJ_02,TJ_TANAH_ABANG,17,0,3,1,0,0.16521803358098303,20.0,5.438
TJ_01,TJ_DUKUH_ATAS,8,4,2,1,0,0.5764123964173036,10.0,3.294
TJ_02,TJ_CAWANG,13,1,1,0,1,0.6924967855720575,8.0,9.436
TJ_01,TJ_BLOK_M,18,0,1,0,0,0.4203046268008137,12.0,3.636
TJ_01,TJ_LEBAK_BULUS,5,6,2,0,0,0.6928456245307191,11.0,2.336
TJ_02,TJ_DUKUH_ATAS,19,5,4,0,0,0.5670371549064699,8.0,6.681
MKT_01,TJ_CAWANG,16,5,3,2,0,0.15605220643703135,16.0,6.249
TJ_02,TJ_LEBAK_BULUS,16,6,2,2,0,0.23570049720009853,22.0,7.455
TJ_02,TJ_TANAH_ABANG,11,1,1,3,0,0.18331048182267226,23.0,4.767
TJ_02,TJ_TANAH_ABANG,13,3,3,0,0,0.45922762286714985,22.0,2.154
MKT_01,TJ_CAWANG,14,1,2,1,0,0.29704491164730945,10.0,3.914
TJ_02,TJ_LEBAK_BULUS,15,6,3,0,0,0.34807431123114363,14.0,3.144
TJ_02,TJ_CAWANG,13,6,2,0,1,0.16924287683035016,16.0,3.89
MKT_01,TJ_BLOK_M,10,0,0,0,1,0.7649227109344292,13.0,4.955
MKT_01,TJ_LEBAK_BULUS,11,0,1,2,0,0.41748400674785136,23.0,2.722
TJ_02,TJ_DUKUH_ATAS,12,5,1,2,0,0.16806415637231822,20.0,3.843
TJ_01,TJ_BLOK_M,15,4,2,1,0,0.3106136860493782,8.0,3.141
TJ_02,TJ_BLOK_M,16,5,3,3,1,0.4304998051246193,18.0,9.673
MKT_01,TJ_DUKUH_ATAS,20,1,1,3,0,0.6404116998348232,14.0,2.436
TJ_01,TJ_BLOK_M,21,4,1,2,1,0.4288633332795909,7.0,5.075
TJ_02,TJ_BLOK_M,12,2,0,0,0,0.38119657129351464,10.0,0.394
TJ_01,TJ_BLOK_M,15,1,1,0,0,0.40976540952246215,20.0,4.164
MKT_01,TJ_DUKUH_ATAS,20,2,0,0,0,0.11823438959427955,11.0,2.584
MKT_01,TJ_CAWANG,17,1,4,0,0,0.5898787942684365,14.0,6.368
TJ_02,TJ_TANAH_ABANG,9,6,2,1,1,0.6432615585268991,21.0,10.47
TJ_02,TJ_DUKUH_ATAS,20,4,0,3,1,0.23789316149759082,7.0,6.187
TJ_02,TJ_CAWANG,14,4,2,0,0,0.37744745756194725,18.0,2.322
TJ_01,TJ_LEBAK_BULUS,10,4,4,0,1,0.3527542802364208,24.0,5.23
MKT_01,TJ_BLOK_M,10,3,0,0,0,0.19271533567602167,20.0,1.32
MKT_01,TJ_BLOK_M,6,2,1,0,0,0.5209605133483182,10.0,2.685
TJ_01,TJ_CAWANG,7,2,5,0,0,0.724104570104003,20.0,5.519
TJ_01,TJ_BLOK_M,18,1,2,0,0,0.30833757802226514,6.0,1.407
MKT_01,TJ_LEBAK_BULUS,19,4,4,0,1,0.5110666178299331,21.0,9.157
TJ_01,TJ_TANAH_ABANG,20,4,2,2,0,0.12097126902120828,10.0,3.087
MKT_01,TJ_LEBAK_BULUS,8,3,3,0,0,0.3810548620029748,8.0,5.474
TJ_01,TJ_DUKUH_ATAS,13,1,3,3,0,0.6037443272262825,14.0,5.357
TJ_01,TJ_TANAH_ABANG,16,5,3,2,0,0.17986171741169407,17.0,7.474
TJ_02,TJ_TANAH_ABANG,22,2,2,2,0,0.056132797785452195,7.0,1.703
TJ_01,TJ_BLOK_M,17,3,2,2,0,0.30109061765737943,24.0,6.644
TJ_01,TJ_CAWANG,18,5,3,0,0,0.41485030111519594,23.0,6.879
TJ_01,TJ_LEBAK_BULUS,9,6,2,1,0,0.7255346659368596,20.0,5.984
MKT_01,TJ_BLOK_M,5,3,1,2,0,0.2968996856196701,12.0,3.036
TJ_01,TJ_CAWANG,17,1,2,0,0,0.5010389033868453,12.0,6.068
MKT_01,TJ_DUKUH_ATAS,14,0,1,3,0,0.497673548908517,19.0,6.223
