event_id,hashed_card_id,mode,operator,route_id,trip_id,tap_in_stop_id,tap_in_time,tap_out_stop_id,tap_out_time,payment_channel,fare_product,transfer_flag,validation_status
E00544,u0399,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 08:41:00,TJ_BLOK_M,2026-05-23 08:55:00,kmt,regular,False,valid
E00545,u0147,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 10:08:00,MRT_LEBAK_BULUS,2026-05-23 10:22:00,emoney,student,True,valid
E00546,u0418,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 09:52:00,MRT_BUNDARAN_HI,2026-05-23 10:19:00,emoney,regular,False,valid
E00547,u0211,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 08:02:00,TJ_TANAH_ABANG,2026-05-23 08:28:00,qris_tap,student,False,valid
E00548,u0396,MRT,MRT,MRT_NS,,MRT_BUNDARAN_HI,2026-05-23 10:04:00,MRT_LEBAK_BULUS,2026-05-23 10:20:00,qris_tap,student,False,valid
E00549,u0223,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 09:09:00,KRL_KAMPUNG_BANDAN,2026-05-23 09:32:00,emoney,regular,True,valid
E00550,u0023,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 09:30:00,TJ_LEBAK_BULUS,2026-05-23 10:03:00,app,senior,False,valid
E00551,u0493,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 08:41:00,KRL_CAWANG,2026-05-23 09:05:00,qris_tap,senior,False,valid
E00552,u0123,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 09:02:00,TJ_HARMONI,2026-05-23 09:19:00,qris_tap,regular,True,valid
E00553,u0220,KRL,KRL,KRL_BK,,KRL_TANAH_ABANG,2026-05-23 07:27:00,MRT_LEBAK_BULUS,2026-05-23 08:04:00,qris_tap,regular,False,valid
E00554,u0311,KRL,KRL,KRL_BK,,KRL_KAMPUNG_BANDAN,2026-05-23 09:28:00,MRT_DUKUH_ATAS,2026-05-23 09:50:00,bank_card,regular,False,valid
E00555,u0072,KRL,KRL,KRL_BK,,KRL_TANAH_ABANG,2026-05-23 09:21:00,KRL_MANGGARAI,2026-05-23 09:49:00,bank_card,regular,False,valid
E00556,u0208,Transjakarta,Transjakarta,TJ_1,,TJ_KAMPUNG_BANDAN,2026-05-23 10:02:00,KRL_TANAH_ABANG,2026-05-23 10:14:00,kmt,regular,True,valid
E00557,u0057,Transjakarta,Transjakarta,TJ_1,,TJ_LEBAK_BULUS,2026-05-23 09:55:00,KRL_MANGGARAI,2026-05-23 10:18:00,emoney,regular,True,valid
E00558,u0175,MRT,MRT,MRT_NS,,MRT_BLOK_M,2026-05-23 09:43:00,TJ_HARMONI,2026-05-23 10:06:00,kmt,regular,True,valid
E00559,u0436,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 07:48:00,KRL_CAWANG,2026-05-23 08:19:00,bank_card,regular,True,valid
E00560,u0107,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 08:55:00,TJ_HARMONI,2026-05-23 09:22:00,qris_tap,regular,False,valid
E00561,u0054,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 09:38:00,MRT_SENAYAN,2026-05-23 10:03:00,kmt,regular,False,valid
E00562,u0173,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 07:58:00,TJ_BLOK_M,2026-05-23 08:18:00,qris_tap,regular,False,valid
E00563,u0495,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 09:26:00,TJ_CAWANG,2026-05-23 10:10:00,kmt,regular,True,valid
E00564,u0174,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 10:23:00,MRT_BUNDARAN_HI,2026-05-23 10:31:00,qris_tap,regular,False,valid
E00565,u0495,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 07:21:00,TJ_KAMPUNG_BANDAN,2026-05-23 07:52:00,kmt,regular,False,valid
E00566,u0215,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 08:25:00,TJ_DUKUH_ATAS,2026-05-23 08:51:00,kmt,regular,True,valid
E00567,u0407,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 08:17:00,MRT_BUNDARAN_HI,2026-05-23 08:39:00,kmt,student,False,valid
E00568,u0496,MRT,MRT,MRT_NS,,MRT_BUNDARAN_HI,2026-05-23 10:03:00,LRT_VELODROME,2026-05-23 10:21:00,emoney,student,False,valid
E00569,u0283,KRL,KRL,KRL_BK,,KRL_MANGGARAI,2026-05-23 09:43:00,KRL_TANAH_ABANG,2026-05-23 10:02:00,kmt,student,False,valid
E00570,u0399,MRT,MRT,MRT_NS,,MRT_SENAYAN,2026-05-23 08:44:00,KRL_TANAH_ABANG,2026-05-23 08:58:00,kmt,student,False,valid
E00571,u0452,KRL,KRL,KRL_BK,,KRL_TANAH_ABANG,2026-05-23 08:21:00,MRT_SENAYAN,2026-05-23 08:34:00,bank_card,senior,False,valid
E00572,u0398,MRT,MRT,MRT_NS,,MRT_BLOK_M,2026-05-23 09:03:00,LRT_VELODROME,2026-05-23 09:34:00,kmt,student,False,valid
E00573,u0430,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 08:46:00,TJ_MANGGARAI,2026-05-23 09:03:00,emoney,regular,True,valid
E00574,u0256,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 08:34:00,KRL_SUDIRMAN,2026-05-23 08:46:00,app,regular,False,valid
E00575,u0076,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 09:08:00,MRT_DUKUH_ATAS,2026-05-23 09:37:00,emoney,regular,True,valid
E00576,u0030,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 10:58:00,KRL_MANGGARAI,2026-05-23 11:10:00,qris_tap,regular,False,valid
E00577,u0331,KRL,KRL,KRL_BK,,KRL_MANGGARAI,2026-05-23 09:08:00,TJ_LEBAK_BULUS,2026-05-23 09:24:00,emoney,student,False,valid
E00578,u0040,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 11:37:00,MRT_LEBAK_BULUS,2026-05-23 11:54:00,app,student,False,valid
E00579,u0098,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 08:12:00,TJ_BUNDARAN_HI,2026-05-23 08:35:00,emoney,regular,False,valid
E00580,u0111,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 08:06:00,TJ_BLOK_M,2026-05-23 08:35:00,emoney,regular,True,valid
E00581,u0008,Transjakarta,Transjakarta,TJ_1,,TJ_SENAYAN,2026-05-23 08:51:00,TJ_TANAH_ABANG,2026-05-23 09:19:00,qris_tap,regular,False,valid
E00582,u0089,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 08:13:00,MRT_BLOK_M,2026-05-23 08:41:00,kmt,regular,True,valid
E00583,u0439,MRT,MRT,MRT_NS,,MRT_LEBAK_BULUS,2026-05-23 09:41:00,MRT_SENAYAN,2026-05-23 10:13:00,kmt,regular,True,valid
E00584,u0214,Transjakarta,Transjakarta,TJ_1,,TJ_MANGGARAI,2026-05-23 09:37:00,LRT_VELODROME,2026-05-23 09:56:00,emoney,student,False,valid
E00585,u0184,Transjakarta,Transjakarta,TJ_1,,TJ_LEBAK_BULUS,2026-05-23 09:04:00,KRL_MANGGARAI,2026-05-23 09:25:00,kmt,regular,False,valid
E00586,u0312,KRL,KRL,KRL_BK,,KRL_MANGGARAI,2026-05-23 07:24:00,MRT_BUNDARAN_HI,2026-05-23 07:54:00,app,regular,False,valid
E00587,u0380,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 09:53:00,TJ_SENAYAN,2026-05-23 10:28:00,app,regular,True,valid
E00588,u0326,Transjakarta,Transjakarta,TJ_1,,TJ_SENAYAN,2026-05-23 09:45:00,MRT_BLOK_M,2026-05-23 10:08:00,app,regular,False,valid
E00589,u0423,Transjakarta,Transjakarta,TJ_1,,TJ_MANGGARAI,2026-05-23 08:33:00,KRL_SUDIRMAN,2026-05-23 09:00:00,qris_tap,regular,False,valid
E00590,u0219,MRT,MRT,MRT_NS,,MRT_LEBAK_BULUS,2026-05-23 09:55:00,TJ_BUNDARAN_HI,2026-05-23 10:26:00,bank_card,regular,True,valid
E00591,u0139,Transjakarta,Transjakarta,TJ_1,,TJ_TANAH_ABANG,2026-05-23 09:32:00,MRT_DUKUH_ATAS,2026-05-23 09:49:00,kmt,regular,True,valid
E00592,u0185,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 07:06:00,TJ_BUNDARAN_HI,2026-05-23 07:23:00,emoney,senior,True,valid
E00593,u0408,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 08:40:00,TJ_TANAH_ABANG,2026-05-23 09:19:00,kmt,student,True,valid
E00594,u0232,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 08:37:00,KRL_CAWANG,2026-05-23 09:00:00,bank_card,senior,False,valid
E00595,u0356,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 08:57:00,KRL_MANGGARAI,2026-05-23 09:16:00,kmt,senior,False,valid
E00596,u0200,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 06:22:00,TJ_BLOK_M,2026-05-23 06:39:00,kmt,student,True,valid
E00597,u0229,Transjakarta,Transjakarta,TJ_1,,TJ_LEBAK_BULUS,2026-05-23 08:28:00,TJ_BUNDARAN_HI,2026-05-23 09:02:00,emoney,regular,False,valid
E00598,u0237,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 10:33:00,TJ_BLOK_M,2026-05-23 11:00:00,kmt,regular,False,valid
E00599,u0245,Transjakarta,Transjakarta,TJ_1,,TJ_LEBAK_BULUS,2026-05-23 08:44:00,TJ_KAMPUNG_BANDAN,2026-05-23 09:10:00,qris_tap,student,False,valid
E00600,u0104,KRL,KRL,KRL_BK,,KRL_MANGGARAI,2026-05-23 11:08:00,TJ_DUKUH_ATAS,2026-05-23 11:37:00,app,regular,False,valid
E00601,u0351,Transjakarta,Transjakarta,TJ_1,,TJ_LEBAK_BULUS,2026-05-23 08:40:00,KRL_MANGGARAI,2026-05-23 08:53:00,bank_card,regular,False,valid
E00602,u0324,Transjakarta,Transjakarta,TJ_1,,TJ_TANAH_ABANG,2026-05-23 09:05:00,TJ_LEBAK_BULUS,2026-05-23 09:51:00,qris_tap,regular,True,valid
E00603,u0161,Transjakarta,Transjakarta,TJ_1,,TJ_KAMPUNG_BANDAN,2026-05-23 08:15:00,TJ_DUKUH_ATAS,2026-05-23 08:37:00,qris_tap,regular,False,valid
E00604,u0213,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 09:00:00,TJ_TANAH_ABANG,2026-05-23 09:15:00,app,regular,False,valid
E00605,u0030,LRT,LRT,LRT_KG_V,,LRT_VELODROME,2026-05-23 07:17:00,MRT_SENAYAN,2026-05-23 07:45:00,qris_tap,regular,True,valid
E00606,u0137,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 09:01:00,LRT_VELODROME,2026-05-23 09:16:00,kmt,regular,True,valid
E00607,u0495,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 07:52:00,MRT_DUKUH_ATAS,2026-05-23 08:06:00,kmt,regular,True,valid
E00608,u0028,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 09:19:00,KRL_KAMPUNG_BANDAN,2026-05-23 09:44:00,emoney,regular,False,valid
E00609,u0109,Transjakarta,Transjakarta,TJ_1,,TJ_CAWANG,2026-05-23 08:16:00,MRT_SENAYAN,2026-05-23 08:29:00,bank_card,regular,False,valid
E00610,u0498,LRT,LRT,LRT_KG_V,,LRT_VELODROME,2026-05-23 07:24:00,TJ_SENAYAN,2026-05-23 07:43:00,app,regular,False,valid
E00611,u0359,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 07:28:00,TJ_BUNDARAN_HI,2026-05-23 07:40:00,qris_tap,regular,False,valid
E00612,u0426,Transjakarta,Transjakarta,TJ_1,,TJ_TANAH_ABANG,2026-05-23 07:57:00,KRL_KAMPUNG_BANDAN,2026-05-23 08:41:00,kmt,regular,False,valid
E00613,u0497,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 08:45:00,TJ_MANGGARAI,2026-05-23 09:04:00,bank_card,senior,True,valid
E00614,u0274,Transjakarta,Transjakarta,TJ_1,,TJ_CAWANG,2026-05-23 08:41:00,TJ_HARMONI,2026-05-23 09:06:00,emoney,student,False,valid
E00615,u0366,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 07:33:00,TJ_BUNDARAN_HI,2026-05-23 07:49:00,app,senior,False,valid
E00616,u0240,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 09:23:00,MRT_LEBAK_BULUS,2026-05-23 09:51:00,bank_card,regular,False,valid
E00617,u0410,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 08:41:00,TJ_KAMPUNG_BANDAN,2026-05-23 09:07:00,emoney,regular,True,valid
E00618,u0376,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 10:18:00,MRT_BLOK_M,2026-05-23 10:35:00,app,regular,False,valid
E00619,u0221,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 08:35:00,MRT_DUKUH_ATAS,2026-05-23 09:07:00,emoney,regular,False,valid
E00620,u0414,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 08:22:00,MRT_SENAYAN,2026-05-23 08:57:00,qris_tap,regular,True,valid
E00621,u0225,KRL,KRL,KRL_BK,,KRL_KAMPUNG_BANDAN,2026-05-23 08:11:00,LRT_VELODROME,2026-05-23 08:27:00,kmt,regular,False,valid
E00622,u0347,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 09:13:00,KRL_SUDIRMAN,2026-05-23 09:32:00,app,regular,True,valid
E00623,u0219,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 09:44:00,TJ_KAMPUNG_BANDAN,2026-05-23 10:11:00,app,regular,False,valid
E00624,u0185,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 08:11:00,TJ_TANAH_ABANG,2026-05-23 08:39:00,bank_card,regular,False,valid
E00625,u0336,Transjakarta,Transjakarta,TJ_1,,TJ_LEBAK_BULUS,2026-05-23 07:57:00,TJ_CAWANG,2026-05-23 08:16:00,bank_card,regular,True,valid
E00626,u0094,KRL,KRL,KRL_BK,,KRL_SUDIRMAN,2026-05-23 08:45:00,TJ_KAMPUNG_BANDAN,2026-05-23 09:12:00,qris_tap,regular,True,valid
E00627,u0220,KRL,KRL,KRL_BK,,KRL_TANAH_ABANG,2026-05-23 10:25:00,MRT_BLOK_M,2026-05-23 10:40:00,kmt,regular,False,valid
E00628,u0356,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 09:21:00,LRT_VELODROME,2026-05-23 09:59:00,kmt,regular,False,valid
E00629,u0159,MRT,MRT,MRT_NS,,MRT_BUNDARAN_HI,2026-05-23 09:58:00,MRT_DUKUH_ATAS,2026-05-23 10:23:00,qris_tap,regular,False,valid
E00630,u0242,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 07:27:00,MRT_BLOK_M,2026-05-23 07:46:00,kmt,regular,False,valid
E00631,u0280,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 07:46:00,KRL_CAWANG,2026-05-23 08:15:00,app,senior,False,valid
E00632,u0214,Transjakarta,Transjakarta,TJ_1,,TJ_SENAYAN,2026-05-23 11:11:00,TJ_DUKUH_ATAS,2026-05-23 11:27:00,qris_tap,regular,False,valid
E00633,u0001,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 07:33:00,TJ_BLOK_M,2026-05-23 07:56:00,kmt,regular,False,valid
E00634,u0128,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 09:03:00,TJ_SENAYAN,2026-05-23 09:31:00,app,regular,False,valid
E00635,u0205,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 09:51:00,TJ_SENAYAN,2026-05-23 10:20:00,emoney,regular,True,valid
E00636,u0262,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 08:20:00,MRT_SENAYAN,2026-05-23 08:48:00,qris_tap,regular,False,valid
E00637,u0319,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 06:47:00,TJ_KAMPUNG_BANDAN,2026-05-23 07:03:00,kmt,senior,False,valid
E00638,u0148,LRT,LRT,LRT_KG_V,,LRT_VELODROME,2026-05-23 08:10:00,TJ_HARMONI,2026-05-23 08:31:00,qris_tap,senior,False,valid
E00639,u0440,KRL,KRL,KRL_BK,,KRL_TANAH_ABANG,2026-05-23 09:04:00,MRT_BUNDARAN_HI,2026-05-23 09:37:00,app,regular,True,valid
E00640,u0052,MRT,MRT,MRT_NS,,MRT_LEBAK_BULUS,2026-05-23 08:33:00,MRT_SENAYAN,2026-05-23 08:58:00,emoney,regular,True,valid
E00641,u0495,Transjakarta,Transjakarta,TJ_1,,TJ_LEBAK_BULUS,2026-05-23 07:14:00,MRT_DUKUH_ATAS,2026-05-23 07:45:00,kmt,regular,True,valid
E00642,u0052,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 09:10:00,KRL_CAWANG,2026-05-23 09:32:00,emoney,regular,False,valid
E00643,u0269,MRT,MRT,MRT_NS,,MRT_BLOK_M,2026-05-23 10:28:00,TJ_BUNDARAN_HI,2026-05-23 10:50:00,kmt,regular,True,valid
E00644,u0225,Transjakarta,Transjakarta,TJ_1,,TJ_TANAH_ABANG,2026-05-23 08:11:00,TJ_DUKUH_ATAS,2026-05-23 08:43:00,bank_card,regular,False,valid
E00645,u0154,KRL,KRL,KRL_BK,,KRL_KAMPUNG_BANDAN,2026-05-23 09:43:00,TJ_TANAH_ABANG,2026-05-23 10:10:00,bank_card,regular,True,valid
E00646,u0436,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 08:41:00,MRT_BUNDARAN_HI,2026-05-23 09:14:00,emoney,regular,True,valid
E00647,u0353,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 07:56:00,MRT_BUNDARAN_HI,2026-05-23 08:32:00,bank_card,regular,False,valid
E00648,u0268,KRL,KRL,KRL_BK,,KRL_SUDIRMAN,2026-05-23 08:51:00,TJ_SENAYAN,2026-05-23 09:18:00,emoney,regular,False,valid
E00649,u0156,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 09:05:00,KRL_MANGGARAI,2026-05-23 09:29:00,bank_card,regular,False,valid
E00650,u0075,Transjakarta,Transjakarta,TJ_1,,TJ_TANAH_ABANG,2026-05-23 09:22:00,TJ_LEBAK_BULUS,2026-05-23 09:42:00,bank_card,regular,False,valid
E00651,u0290,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 09:27:00,KRL_MANGGARAI,2026-05-23 09:41:00,emoney,student,True,valid
E00652,u0343,MRT,MRT,MRT_NS,,MRT_SENAYAN,2026-05-23 09:18:00,KRL_KAMPUNG_BANDAN,2026-05-23 09:42:00,kmt,student,False,valid
E00653,u0351,LRT,LRT,LRT_KG_V,,LRT_VELODROME,2026-05-23 09:04:00,KRL_TANAH_ABANG,2026-05-23 09:21:00,emoney,regular,False,valid
E00654,u0428,Transjakarta,Transjakarta,TJ_1,,TJ_MANGGARAI,2026-05-23 09:24:00,KRL_KAMPUNG_BANDAN,2026-05-23 09:42:00,emoney,regular,False,valid
E00655,u0452,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 11:21:00,TJ_DUKUH_ATAS,2026-05-23 11:42:00,emoney,regular,True,valid
E00656,u0043,Transjakarta,Transjakarta,TJ_1,,TJ_KAMPUNG_BANDAN,2026-05-23 11:07:00,TJ_TANAH_ABANG,2026-05-23 11:29:00,app,student,True,valid
E00657,u0150,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 09:16:00,MRT_BUNDARAN_HI,2026-05-23 09:24:00,app,regular,False,valid
E00658,u0175,LRT,LRT,LRT_KG_V,,LRT_VELODROME,2026-05-23 09:32:00,TJ_LEBAK_BULUS,2026-05-23 09:54:00,qris_tap,regular,True,valid
E00659,u0117,Transjakarta,Transjakarta,TJ_1,,TJ_SENAYAN,2026-05-23 08:39:00,MRT_BUNDARAN_HI,2026-05-23 09:06:00,qris_tap,student,False,valid
E00660,u0467,Transjakarta,Transjakarta,TJ_1,,TJ_KAMPUNG_BANDAN,2026-05-23 09:03:00,TJ_SENAYAN,2026-05-23 09:31:00,app,student,False,valid
E00661,u0445,Transjakarta,Transjakarta,TJ_1,,TJ_KAMPUNG_BANDAN,2026-05-23 09:32:00,TJ_CAWANG,2026-05-23 09:47:00,kmt,regular,True,valid
E00662,u0460,KRL,KRL,KRL_BK,,KRL_SUDIRMAN,2026-05-23 10:57:00,TJ_MANGGARAI,2026-05-23 11:24:00,qris_tap,regular,False,valid
E00663,u0398,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 10:13:00,TJ_BUNDARAN_HI,2026-05-23 10:32:00,kmt,student,True,valid
E00664,u0284,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 09:01:00,MRT_SENAYAN,2026-05-23 09:19:00,qris_tap,student,False,valid
E00665,u0499,Transjakarta,Transjakarta,TJ_1,,TJ_LEBAK_BULUS,2026-05-23 08:58:00,KRL_KAMPUNG_BANDAN,2026-05-23 09:27:00,bank_card,regular,True,valid
E00666,u0346,KRL,KRL,KRL_BK,,KRL_TANAH_ABANG,2026-05-23 08:33:00,TJ_MANGGARAI,2026-05-23 08:51:00,app,student,True,valid
E00667,u0497,Transjakarta,Transjakarta,TJ_1,,TJ_LEBAK_BULUS,2026-05-23 10:30:00,MRT_DUKUH_ATAS,2026-05-23 10:50:00,app,regular,False,valid
E00668,u0074,Transjakarta,Transjakarta,TJ_1,,TJ_CAWANG,2026-05-23 09:52:00,TJ_SENAYAN,2026-05-23 10:10:00,emoney,regular,True,valid
E00669,u0365,Transjakarta,Transjakarta,TJ_1,,TJ_CAWANG,2026-05-23 07:43:00,TJ_BUNDARAN_HI,2026-05-23 08:11:00,bank_card,student,False,valid
E00670,u0160,Transjakarta,Transjakarta,TJ_1,,TJ_LEBAK_BULUS,2026-05-23 09:45:00,KRL_TANAH_ABANG,2026-05-23 10:02:00,bank_card,senior,False,valid
E00671,u0269,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 08:32:00,KRL_MANGGARAI,2026-05-23 09:10:00,qris_tap,student,False,valid
E00672,u0180,Transjakarta,Transjakarta,TJ_1,,TJ_SENAYAN,2026-05-23 09:24:00,TJ_BLOK_M,2026-05-23 09:42:00,kmt,regular,True,valid
E00673,u0298,MRT,MRT,MRT_NS,,MRT_LEBAK_BULUS,2026-05-23 08:44:00,KRL_TANAH_ABANG,2026-05-23 09:22:00,qris_tap,regular,True,valid
E00674,u0188,KRL,KRL,KRL_BK,,KRL_MANGGARAI,2026-05-23 08:16:00,TJ_SENAYAN,2026-05-23 08:41:00,kmt,regular,True,valid
E00675,u0477,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 06:37:00,TJ_KAMPUNG_BANDAN,2026-05-23 06:55:00,kmt,regular,False,valid
E00676,u0153,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 08:58:00,TJ_LEBAK_BULUS,2026-05-23 09:18:00,qris_tap,regular,False,valid
E00677,u0143,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 09:06:00,TJ_HARMONI,2026-05-23 09:31:00,bank_card,regular,True,valid
E00678,u0186,MRT,MRT,MRT_NS,,MRT_SENAYAN,2026-05-23 09:28:00,TJ_BUNDARAN_HI,2026-05-23 10:07:00,emoney,regular,False,valid
E00679,u0077,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 09:34:00,KRL_MANGGARAI,2026-05-23 10:00:00,emoney,senior,True,valid
E00680,u0191,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 06:57:00,MRT_SENAYAN,2026-05-23 07:11:00,app,student,False,valid
E00681,u0118,Transjakarta,Transjakarta,TJ_1,,TJ_SENAYAN,2026-05-23 06:44:00,TJ_BLOK_M,2026-05-23 07:06:00,qris_tap,regular,False,valid
E00682,u0412,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 07:32:00,KRL_SUDIRMAN,2026-05-23 08:03:00,qris_tap,senior,False,valid
E00683,u0499,Transjakarta,Transjakarta,TJ_1,,TJ_DUKUH_ATAS,2026-05-23 09:21:00,TJ_CAWANG,2026-05-23 09:43:00,emoney,regular,False,valid
E00684,u0324,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 09:26:00,TJ_BLOK_M,2026-05-23 09:56:00,bank_card,regular,False,valid
E00685,u0442,MRT,MRT,MRT_NS,,MRT_SENAYAN,2026-05-23 10:46:00,MRT_LEBAK_BULUS,2026-05-23 10:54:00,app,student,False,valid
E00686,u0140,KRL,KRL,KRL_BK,,KRL_SUDIRMAN,2026-05-23 07:40:00,MRT_BUNDARAN_HI,2026-05-23 08:08:00,app,regular,True,valid
E00687,u0004,KRL,KRL,KRL_BK,,KRL_SUDIRMAN,2026-05-23 08:42:00,TJ_HARMONI,2026-05-23 08:53:00,qris_tap,regular,True,valid
E00688,u0428,Transjakarta,Transjakarta,TJ_1,,TJ_HARMONI,2026-05-23 07:55:00,TJ_MANGGARAI,2026-05-23 08:22:00,app,regular,True,valid
E00689,u0430,Transjakarta,Transjakarta,TJ_1,,TJ_BLOK_M,2026-05-23 07:44:00,MRT_DUKUH_ATAS,2026-05-23 08:05:00,bank_card,student,False,valid
E00690,u0258,Transjakarta,Transjakarta,TJ_1,,TJ_CAWANG,2026-05-23 10:16:00,KRL_TANAH_ABANG,2026-05-23 10:33:00,kmt,regular,True,valid
E00691,u0367,Transjakarta,Transjakarta,TJ_1,,TJ_BUNDARAN_HI,2026-05-23 09:44:00,TJ_TANAH_ABANG,2026-05-23 10:07:00,bank_card,regular,True,valid
E00692,u0366,KRL,KRL,KRL_BK,,KRL_SUDIRMAN,2026-05-23 09:22:00,TJ_KAMPUNG_BANDAN,2026-05-23 09:53:00,emoney,regular,False,valid
E00693,u0428,MRT,MRT,MRT_NS,,MRT_BUNDARAN_HI,2026-05-23 09:43:00,MRT_SENAYAN,2026-05-23 09:56:00,kmt,regular,False,valid
E00694,u0432,MRT,MRT,MRT_NS,,MRT_DUKUH_ATAS,2026-05-23 07:20:00,TJ_KAMPUNG_BANDAN,2026-05-23 07:46:00,emoney,regular,False,valid
