stop_id,route_id,hour,day_of_week,tap_in_count_15m,scheduled_headway_minutes,vehicle_capacity,event_flag,rainfall_level,density_level,load_factor
KRL_TANAH_ABANG,MRT_NS,9,6,1901,5,1200,0,3,OVERLOADED,1.584
KRL_CAWANG,TJ_02,13,5,69,8,80,0,0,HIGH,0.863
TJ_CAWANG,MRT_NS,16,6,1488,5,1200,0,3,OVERLOADED,1.24
KRL_TANAH_ABANG,TJ_01,15,3,20,8,80,0,0,LOW,0.25
TJ_DUKUH_ATAS,TJ_01,8,3,66,8,80,0,3,HIGH,0.825
MRT_DUKUH_ATAS,MRT_NS,16,6,1351,5,1200,0,3,OVERLOADED,1.126
KRL_TANAH_ABANG,TJ_01,11,4,31,8,80,0,0,LOW,0.388
KRL_CAWANG,MRT_NS,6,2,337,5,1200,0,1,LOW,0.281
TJ_BLOK_M,TJ_02,17,2,104,8,80,0,2,OVERLOADED,1.3
TJ_CAWANG,TJ_02,22,4,47,8,80,0,3,MEDIUM,0.588
TJ_BLOK_M,KRL_CL,21,2,915,5,1200,0,3,HIGH,0.762
TJ_BLOK_M,KRL_CL,21,0,615,5,1200,0,3,MEDIUM,0.512
TJ_DUKUH_ATAS,TJ_01,10,2,42,8,80,0,2,MEDIUM,0.525
KRL_CAWANG,KRL_CL,19,6,1482,5,1200,0,0,OVERLOADED,1.235
TJ_CAWANG,TJ_01,18,5,89,8,80,0,0,OVERLOADED,1.113
TJ_CAWANG,TJ_01,10,4,48,8,80,0,1,MEDIUM,0.6
KRL_CAWANG,TJ_01,11,1,42,8,80,1,0,MEDIUM,0.525
TJ_BLOK_M,MRT_NS,20,2,968,5,1200,1,3,HIGH,0.807
KRL_TANAH_ABANG,MKT_01,8,2,10,12,12,0,3,HIGH,0.833
KRL_TANAH_ABANG,MKT_01,6,2,5,12,12,0,0,LOW,0.417
TJ_BLOK_M,KRL_CL,14,4,678,5,1200,0,1,MEDIUM,0.565
TJ_BLOK_M,MKT_01,13,2,8,12,12,1,1,MEDIUM,0.667
TJ_DUKUH_ATAS,TJ_01,17,1,85,8,80,0,0,OVERLOADED,1.062
TJ_CAWANG,TJ_01,22,1,17,8,80,0,0,LOW,0.212
MRT_DUKUH_ATAS,MRT_NS,6,0,500,5,1200,1,2,LOW,0.417
KRL_TANAH_ABANG,TJ_02,12,5,37,8,80,0,0,MEDIUM,0.463
KRL_CAWANG,KRL_CL,10,4,695,5,1200,0,0,MEDIUM,0.579
KRL_CAWANG,KRL_CL,10,0,931,5,1200,0,1,HIGH,0.776
MRT_DUKUH_ATAS,TJ_02,20,5,31,8,80,0,2,LOW,0.388
TJ_DUKUH_ATAS,MKT_01,12,4,7,12,12,0,3,MEDIUM,0.583
TJ_CAWANG,TJ_01,14,4,44,8,80,0,1,MEDIUM,0.55
MRT_DUKUH_ATAS,MKT_01,15,1,4,12,12,0,2,LOW,0.333
TJ_BLOK_M,TJ_02,14,5,51,8,80,1,0,MEDIUM,0.637
KRL_TANAH_ABANG,TJ_02,10,2,38,8,80,0,0,MEDIUM,0.475
KRL_TANAH_ABANG,MRT_NS,18,1,1014,5,1200,0,3,HIGH,0.845
TJ_BLOK_M,MKT_01,13,4,6,12,12,0,0,MEDIUM,0.5
MRT_DUKUH_ATAS,TJ_01,5,2,16,8,80,0,1,LOW,0.2
TJ_CAWANG,KRL_CL,10,0,702,5,1200,0,2,MEDIUM,0.585
TJ_CAWANG,TJ_01,7,6,108,8,80,0,0,OVERLOADED,1.35
TJ_CAWANG,TJ_02,10,2,60,8,80,0,0,HIGH,0.75
TJ_DUKUH_ATAS,TJ_02,16,4,59,8,80,0,3,MEDIUM,0.738
KRL_CAWANG,MRT_NS,19,2,1831,5,1200,0,1,OVERLOADED,1.526
TJ_BLOK_M,TJ_01,11,6,68,8,80,1,1,HIGH,0.85
KRL_TANAH_ABANG,MKT_01,12,5,2,12,12,0,0,LOW,0.167
MRT_DUKUH_ATAS,MRT_NS,17,0,974,5,1200,0,2,HIGH,0.812
KRL_TANAH_ABANG,KRL_CL,19,0,1993,5,1200,0,1,OVERLOADED,1.661
MRT_DUKUH_ATAS,TJ_02,18,1,113,8,80,0,3,OVERLOADED,1.413
MRT_DUKUH_ATAS,KRL_CL,19,2,1545,5,1200,0,3,OVERLOADED,1.288
MRT_DUKUH_ATAS,MKT_01,18,4,2,12,12,0,2,LOW,0.167
KRL_TANAH_ABANG,MRT_NS,10,4,495,5,1200,0,3,LOW,0.412
TJ_DUKUH_ATAS,TJ_02,20,6,63,8,80,0,0,HIGH,0.787
KRL_CAWANG,MKT_01,16,4,19,12,12,0,0,OVERLOADED,1.583
TJ_DUKUH_ATAS,KRL_CL,19,1,1226,5,1200,0,0,OVERLOADED,1.022
MRT_DUKUH_ATAS,TJ_02,6,6,51,8,80,0,1,MEDIUM,0.637
KRL_CAWANG,KRL_CL,16,5,2195,5,1200,0,3,OVERLOADED,1.829
MRT_DUKUH_ATAS,MKT_01,7,2,23,12,12,1,0,OVERLOADED,1.917
TJ_BLOK_M,MKT_01,19,2,14,12,12,0,1,OVERLOADED,1.167
KRL_CAWANG,KRL_CL,18,2,1140,5,1200,1,1,HIGH,0.95
TJ_BLOK_M,MRT_NS,17,6,798,5,1200,0,1,MEDIUM,0.665
KRL_TANAH_ABANG,KRL_CL,10,2,726,5,1200,0,3,MEDIUM,0.605
TJ_DUKUH_ATAS,TJ_02,11,1,66,8,80,0,3,HIGH,0.825
MRT_DUKUH_ATAS,TJ_01,19,2,66,8,80,0,0,HIGH,0.825
KRL_TANAH_ABANG,TJ_01,8,2,92,8,80,0,3,OVERLOADED,1.15
TJ_BLOK_M,TJ_01,11,5,43,8,80,0,1,MEDIUM,0.537
KRL_TANAH_ABANG,MRT_NS,20,3,878,5,1200,0,3,MEDIUM,0.732
MRT_DUKUH_ATAS,TJ_02,14,2,64,8,80,0,2,HIGH,0.8
TJ_BLOK_M,MRT_NS,22,0,582,5,1200,1,3,MEDIUM,0.485
KRL_CAWANG,TJ_02,18,6,97,8,80,0,0,OVERLOADED,1.212
TJ_DUKUH_ATAS,TJ_01,21,6,47,8,80,0,2,MEDIUM,0.588
TJ_DUKUH_ATAS,MRT_NS,13,0,807,5,1200,0,0,MEDIUM,0.672
MRT_DUKUH_ATAS,MRT_NS,19,3,1631,5,1200,0,0,OVERLOADED,1.359
TJ_BLOK_M,MRT_NS,8,4,2216,5,1200,0,2,OVERLOADED,1.847
MRT_DUKUH_ATAS,MRT_NS,8,1,1925,5,1200,0,0,OVERLOADED,1.604
KRL_TANAH_ABANG,MKT_01,11,5,8,12,12,1,3,MEDIUM,0.667
TJ_BLOK_M,MKT_01,8,6,22,12,12,1,3,OVERLOADED,1.833
KRL_TANAH_ABANG,TJ_02,16,0,96,8,80,0,0,OVERLOADED,1.2
TJ_CAWANG,KRL_CL,12,2,392,5,1200,0,1,LOW,0.327
TJ_CAWANG,MRT_NS,7,0,1343,5,1200,0,2,OVERLOADED,1.119
TJ_DUKUH_ATAS,TJ_02,13,0,3,8,80,0,0,LOW,0.037
TJ_CAWANG,MKT_01,20,3,6,12,12,1,3,MEDIUM,0.5
MRT_DUKUH_ATAS,MRT_NS,16,1,2247,5,1200,0,3,OVERLOADED,1.873
TJ_BLOK_M,KRL_CL,12,5,556,5,1200,0,0,MEDIUM,0.463
TJ_CAWANG,MKT_01,22,1,4,12,12,0,2,LOW,0.333
TJ_DUKUH_ATAS,KRL_CL,17,3,926,5,1200,0,2,HIGH,0.772
TJ_DUKUH_ATAS,TJ_02,21,2,29,8,80,0,3,LOW,0.362
TJ_DUKUH_ATAS,TJ_02,17,1,115,8,80,0,1,OVERLOADED,1.438
TJ_DUKUH_ATAS,KRL_CL,17,5,1319,5,1200,0,3,OVERLOADED,1.099
KRL_TANAH_ABANG,TJ_02,13,3,35,8,80,0,2,LOW,0.438
MRT_DUKUH_ATAS,TJ_02,14,6,50,8,80,0,0,MEDIUM,0.625
MRT_DUKUH_ATAS,TJ_02,13,0,47,8,80,0,1,MEDIUM,0.588
TJ_BLOK_M,MRT_NS,20,0,497,5,1200,0,1,LOW,0.414
KRL_CAWANG,KRL_CL,12,6,617,5,1200,1,0,MEDIUM,0.514
TJ_BLOK_M,KRL_CL,8,0,2086,5,1200,1,2,OVERLOADED,1.738
KRL_CAWANG,TJ_02,16,1,94,8,80,1,0,OVERLOADED,1.175
KRL_TANAH_ABANG,MRT_NS,22,2,322,5,1200,0,3,LOW,0.268
TJ_BLOK_M,TJ_02,21,6,25,8,80,1,1,LOW,0.312
TJ_CAWANG,TJ_01,5,2,48,8,80,0,0,MEDIUM,0.6
TJ_CAWANG,MRT_NS,17,2,859,5,1200,0,0,MEDIUM,0.716
TJ_BLOK_M,KRL_CL,22,3,963,5,1200,1,2,HIGH,0.802
KRL_CAWANG,MKT_01,16,1,10,12,12,0,0,HIGH,0.833
KRL_TANAH_ABANG,TJ_02,5,3,49,8,80,0,1,MEDIUM,0.613
TJ_DUKUH_ATAS,TJ_02,14,2,64,8,80,0,0,HIGH,0.8
TJ_CAWANG,MKT_01,9,3,7,12,12,0,0,MEDIUM,0.583
KRL_CAWANG,TJ_02,21,5,19,8,80,0,2,LOW,0.237
TJ_DUKUH_ATAS,TJ_01,7,3,90,8,80,0,3,OVERLOADED,1.125
KRL_TANAH_ABANG,MRT_NS,21,1,448,5,1200,0,3,LOW,0.373
KRL_CAWANG,MRT_NS,22,3,646,5,1200,0,1,MEDIUM,0.538
MRT_DUKUH_ATAS,TJ_02,16,2,104,8,80,0,0,OVERLOADED,1.3
TJ_CAWANG,MRT_NS,10,4,292,5,1200,1,1,LOW,0.243
KRL_CAWANG,MRT_NS,16,3,2122,5,1200,1,2,OVERLOADED,1.768
TJ_DUKUH_ATAS,MKT_01,18,5,11,12,12,0,3,HIGH,0.917
TJ_CAWANG,MRT_NS,10,2,313,5,1200,0,1,LOW,0.261
TJ_BLOK_M,KRL_CL,7,3,2551,5,1200,1,0,OVERLOADED,2.126
KRL_CAWANG,KRL_CL,8,6,635,5,1200,0,0,MEDIUM,0.529
TJ_CAWANG,MKT_01,15,6,8,12,12,0,2,MEDIUM,0.667
TJ_CAWANG,MKT_01,13,5,13,12,12,1,0,OVERLOADED,1.083
TJ_CAWANG,TJ_01,14,6,79,8,80,0,1,HIGH,0.988
TJ_DUKUH_ATAS,MRT_NS,19,1,921,5,1200,1,0,HIGH,0.767
TJ_BLOK_M,MRT_NS,18,4,1247,5,1200,0,0,OVERLOADED,1.039
TJ_CAWANG,MKT_01,15,6,5,12,12,0,2,LOW,0.417
TJ_DUKUH_ATAS,TJ_02,12,6,27,8,80,1,0,LOW,0.338
KRL_CAWANG,MRT_NS,18,0,2096,5,1200,0,3,OVERLOADED,1.747
TJ_CAWANG,TJ_02,7,2,109,8,80,0,1,OVERLOADED,1.363
KRL_CAWANG,MKT_01,7,1,8,12,12,0,3,MEDIUM,0.667
TJ_BLOK_M,TJ_02,21,2,41,8,80,0,2,MEDIUM,0.512
TJ_BLOK_M,KRL_CL,8,1,1904,5,1200,1,2,OVERLOADED,1.587
TJ_DUKUH_ATAS,MRT_NS,21,6,754,5,1200,1,3,MEDIUM,0.628
TJ_DUKUH_ATAS,KRL_CL,17,2,1321,5,1200,0,1,OVERLOADED,1.101
MRT_DUKUH_ATAS,MRT_NS,15,6,694,5,1200,0,1,MEDIUM,0.578
TJ_DUKUH_ATAS,MRT_NS,5,4,897,5,1200,1,1,MEDIUM,0.748
TJ_DUKUH_ATAS,KRL_CL,17,3,1207,5,1200,0,2,OVERLOADED,1.006
TJ_CAWANG,KRL_CL,7,5,1080,5,1200,0,3,HIGH,0.9
KRL_CAWANG,TJ_02,7,3,47,8,80,0,2,MEDIUM,0.588
TJ_DUKUH_ATAS,MKT_01,17,1,19,12,12,1,3,OVERLOADED,1.583
KRL_TANAH_ABANG,KRL_CL,9,4,1395,5,1200,0,0,OVERLOADED,1.163
KRL_CAWANG,MKT_01,9,5,13,12,12,0,0,OVERLOADED,1.083
TJ_DUKUH_ATAS,MKT_01,7,2,10,12,12,1,3,HIGH,0.833
TJ_CAWANG,MKT_01,15,3,2,12,12,0,2,LOW,0.167
TJ_CAWANG,TJ_02,5,3,22,8,80,0,0,LOW,0.275
KRL_CAWANG,KRL_CL,21,4,735,5,1200,0,1,MEDIUM,0.613
KRL_CAWANG,TJ_01,6,3,37,8,80,0,0,MEDIUM,0.463
KRL_CAWANG,MRT_NS,15,1,832,5,1200,0,0,MEDIUM,0.693
TJ_CAWANG,TJ_01,19,0,131,8,80,0,3,OVERLOADED,1.637
TJ_DUKUH_ATAS,MKT_01,13,1,5,12,12,1,0,LOW,0.417
TJ_CAWANG,MRT_NS,10,2,414,5,1200,0,3,LOW,0.345
KRL_TANAH_ABANG,TJ_01,20,5,65,8,80,1,3,HIGH,0.812
KRL_CAWANG,KRL_CL,22,3,812,5,1200,1,2,MEDIUM,0.677
TJ_CAWANG,TJ_01,5,2,48,8,80,1,2,MEDIUM,0.6
KRL_TANAH_ABANG,MRT_NS,12,0,485,5,1200,0,0,LOW,0.404
TJ_DUKUH_ATAS,MKT_01,21,0,6,12,12,0,0,MEDIUM,0.5
KRL_CAWANG,TJ_02,5,4,42,8,80,0,2,MEDIUM,0.525
KRL_TANAH_ABANG,TJ_01,10,6,41,8,80,1,0,MEDIUM,0.512
TJ_CAWANG,TJ_01,18,2,106,8,80,0,3,OVERLOADED,1.325
MRT_DUKUH_ATAS,KRL_CL,13,2,206,5,1200,0,1,LOW,0.172
KRL_CAWANG,MRT_NS,5,6,960,5,1200,1,0,HIGH,0.8
TJ_BLOK_M,MKT_01,19,5,18,12,12,0,0,OVERLOADED,1.5
TJ_DUKUH_ATAS,TJ_01,10,3,35,8,80,0,0,LOW,0.438
TJ_CAWANG,TJ_02,6,5,64,8,80,1,1,HIGH,0.8
MRT_DUKUH_ATAS,TJ_01,22,0,64,8,80,0,0,HIGH,0.8
TJ_BLOK_M,TJ_02,18,3,145,8,80,1,1,OVERLOADED,1.812
MRT_DUKUH_ATAS,MKT_01,10,4,3,12,12,1,0,LOW,0.25
MRT_DUKUH_ATAS,MKT_01,9,1,16,12,12,0,3,OVERLOADED,1.333
TJ_BLOK_M,MKT_01,18,4,12,12,12,0,0,OVERLOADED,1.0
TJ_DUKUH_ATAS,MRT_NS,20,6,828,5,1200,1,2,MEDIUM,0.69
KRL_CAWANG,MKT_01,16,0,10,12,12,0,0,HIGH,0.833
KRL_CAWANG,TJ_02,16,1,92,8,80,0,2,OVERLOADED,1.15
TJ_CAWANG,MRT_NS,14,3,819,5,1200,1,1,MEDIUM,0.682
TJ_BLOK_M,KRL_CL,16,3,1870,5,1200,0,1,OVERLOADED,1.558
KRL_CAWANG,KRL_CL,11,6,352,5,1200,0,1,LOW,0.293
KRL_CAWANG,MKT_01,22,1,6,12,12,0,3,MEDIUM,0.5
TJ_CAWANG,TJ_01,22,1,28,8,80,0,1,LOW,0.35
KRL_TANAH_ABANG,KRL_CL,19,0,857,5,1200,0,0,MEDIUM,0.714
TJ_CAWANG,TJ_01,12,4,45,8,80,0,0,MEDIUM,0.562
MRT_DUKUH_ATAS,MRT_NS,6,4,789,5,1200,0,0,MEDIUM,0.657
KRL_TANAH_ABANG,MKT_01,20,3,6,12,12,1,1,MEDIUM,0.5
TJ_BLOK_M,MKT_01,17,0,16,12,12,0,2,OVERLOADED,1.333
TJ_CAWANG,TJ_01,8,5,93,8,80,1,1,OVERLOADED,1.163
KRL_TANAH_ABANG,KRL_CL,13,6,563,5,1200,0,0,MEDIUM,0.469
TJ_BLOK_M,MRT_NS,19,5,1599,5,1200,0,2,OVERLOADED,1.333
TJ_DUKUH_ATAS,MRT_NS,8,4,1018,5,1200,0,2,HIGH,0.848
TJ_BLOK_M,MRT_NS,14,6,604,5,1200,1,0,MEDIUM,0.503
TJ_CAWANG,TJ_02,15,0,61,8,80,0,3,HIGH,0.762
KRL_TANAH_ABANG,TJ_01,19,3,130,8,80,1,0,OVERLOADED,1.625
KRL_TANAH_ABANG,MRT_NS,15,2,756,5,1200,0,3,MEDIUM,0.63
TJ_CAWANG,TJ_02,8,1,53,8,80,0,2,MEDIUM,0.662
TJ_DUKUH_ATAS,TJ_02,13,6,63,8,80,0,3,HIGH,0.787
TJ_BLOK_M,MKT_01,7,6,8,12,12,0,1,MEDIUM,0.667
MRT_DUKUH_ATAS,TJ_02,16,1,112,8,80,0,3,OVERLOADED,1.4
TJ_DUKUH_ATAS,TJ_01,22,1,49,8,80,0,2,MEDIUM,0.613
KRL_CAWANG,MKT_01,17,6,26,12,12,1,1,OVERLOADED,2.167
TJ_CAWANG,MKT_01,13,6,4,12,12,0,1,LOW,0.333
TJ_CAWANG,TJ_01,13,6,41,8,80,0,0,MEDIUM,0.512
KRL_TANAH_ABANG,TJ_02,16,2,142,8,80,0,0,OVERLOADED,1.775
TJ_BLOK_M,KRL_CL,20,0,913,5,1200,1,3,HIGH,0.761
TJ_DUKUH_ATAS,TJ_02,9,1,95,8,80,0,1,OVERLOADED,1.188
KRL_CAWANG,TJ_02,12,1,56,8,80,1,3,MEDIUM,0.7
KRL_TANAH_ABANG,MRT_NS,6,0,359,5,1200,0,0,LOW,0.299
TJ_CAWANG,KRL_CL,14,6,308,5,1200,1,2,LOW,0.257
TJ_CAWANG,TJ_02,18,6,69,8,80,0,1,HIGH,0.863
KRL_TANAH_ABANG,MRT_NS,15,1,0,5,1200,0,2,LOW,0.0
TJ_BLOK_M,TJ_02,14,3,36,8,80,0,2,MEDIUM,0.45
KRL_TANAH_ABANG,MRT_NS,22,5,646,5,1200,0,2,MEDIUM,0.538
TJ_DUKUH_ATAS,MRT_NS,6,5,662,5,1200,0,1,MEDIUM,0.552
KRL_TANAH_ABANG,MKT_01,22,5,3,12,12,0,2,LOW,0.25
TJ_BLOK_M,MKT_01,7,6,17,12,12,0,0,OVERLOADED,1.417
TJ_DUKUH_ATAS,KRL_CL,16,0,1067,5,1200,0,0,HIGH,0.889
TJ_CAWANG,TJ_01,21,0,68,8,80,0,1,HIGH,0.85
MRT_DUKUH_ATAS,KRL_CL,10,5,329,5,1200,0,2,LOW,0.274
TJ_BLOK_M,MKT_01,7,4,22,12,12,0,3,OVERLOADED,1.833
TJ_DUKUH_ATAS,MKT_01,21,3,7,12,12,0,0,MEDIUM,0.583
TJ_BLOK_M,TJ_01,18,5,83,8,80,0,2,OVERLOADED,1.038
KRL_CAWANG,TJ_01,11,2,45,8,80,0,1,MEDIUM,0.562
TJ_CAWANG,KRL_CL,22,4,726,5,1200,1,0,MEDIUM,0.605
KRL_CAWANG,TJ_02,9,2,77,8,80,0,1,HIGH,0.963
TJ_CAWANG,KRL_CL,15,5,697,5,1200,0,0,MEDIUM,0.581
KRL_CAWANG,TJ_01,9,4,155,8,80,0,2,OVERLOADED,1.938
TJ_DUKUH_ATAS,TJ_02,8,3,106,8,80,0,3,OVERLOADED,1.325
TJ_DUKUH_ATAS,MKT_01,5,2,8,12,12,0,3,MEDIUM,0.667
MRT_DUKUH_ATAS,TJ_02,10,3,44,8,80,1,0,MEDIUM,0.55
KRL_TANAH_ABANG,KRL_CL,14,1,475,5,1200,0,0,LOW,0.396
KRL_CAWANG,TJ_02,9,1,107,8,80,1,2,OVERLOADED,1.337
MRT_DUKUH_ATAS,TJ_01,13,5,52,8,80,0,1,MEDIUM,0.65
TJ_CAWANG,TJ_01,22,1,29,8,80,1,0,LOW,0.362
TJ_BLOK_M,KRL_CL,17,1,2616,5,1200,1,0,OVERLOADED,2.18
KRL_TANAH_ABANG,MRT_NS,15,5,341,5,1200,0,0,LOW,0.284
KRL_TANAH_ABANG,TJ_02,20,5,19,8,80,0,2,LOW,0.237
KRL_CAWANG,TJ_02,12,6,5,8,80,0,1,LOW,0.062
TJ_BLOK_M,MRT_NS,16,2,1992,5,1200,0,2,OVERLOADED,1.66
TJ_DUKUH_ATAS,TJ_01,19,1,112,8,80,0,3,OVERLOADED,1.4
TJ_CAWANG,MRT_NS,10,3,668,5,1200,1,2,MEDIUM,0.557
KRL_CAWANG,MRT_NS,19,1,1555,5,1200,0,0,OVERLOADED,1.296
TJ_BLOK_M,MKT_01,17,6,19,12,12,0,0,OVERLOADED,1.583
TJ_BLOK_M,TJ_02,5,0,72,8,80,0,0,HIGH,0.9
KRL_TANAH_ABANG,TJ_02,8,5,129,8,80,1,3,OVERLOADED,1.613
KRL_TANAH_ABANG,KRL_CL,20,5,664,5,1200,1,0,MEDIUM,0.553
TJ_CAWANG,KRL_CL,16,1,1932,5,1200,0,0,OVERLOADED,1.61
KRL_TANAH_ABANG,MRT_NS,18,2,1161,5,1200,0,0,HIGH,0.968
TJ_BLOK_M,TJ_02,21,6,33,8,80,0,0,LOW,0.412
TJ_CAWANG,TJ_01,15,3,26,8,80,0,2,LOW,0.325
TJ_DUKUH_ATAS,TJ_01,12,0,30,8,80,0,0,LOW,0.375
KRL_CAWANG,TJ_01,16,6,79,8,80,0,3,HIGH,0.988
KRL_TANAH_ABANG,KRL_CL,8,0,1500,5,1200,0,0,OVERLOADED,1.25
MRT_DUKUH_ATAS,MKT_01,12,0,5,12,12,0,0,LOW,0.417
TJ_CAWANG,MKT_01,15,4,5,12,12,0,0,LOW,0.417
KRL_CAWANG,MKT_01,11,2,6,12,12,0,2,MEDIUM,0.5
KRL_CAWANG,MKT_01,8,2,20,12,12,0,0,OVERLOADED,1.667
KRL_CAWANG,MKT_01,10,4,5,12,12,0,0,LOW,0.417
TJ_CAWANG,MKT_01,20,5,8,12,12,0,1,MEDIUM,0.667
TJ_BLOK_M,MKT_01,15,2,6,12,12,0,3,MEDIUM,0.5
KRL_CAWANG,TJ_01,13,3,50,8,80,0,2,MEDIUM,0.625
TJ_CAWANG,TJ_02,18,5,89,8,80,0,3,OVERLOADED,1.113
KRL_TANAH_ABANG,TJ_02,6,1,32,8,80,1,2,LOW,0.4
TJ_CAWANG,MRT_NS,7,1,1542,5,1200,0,2,OVERLOADED,1.285
KRL_CAWANG,TJ_02,18,6,110,8,80,0,1,OVERLOADED,1.375
TJ_CAWANG,TJ_02,14,1,46,8,80,1,0,MEDIUM,0.575
MRT_DUKUH_ATAS,KRL_CL,10,3,540,5,1200,0,0,MEDIUM,0.45
TJ_DUKUH_ATAS,MKT_01,18,0,11,12,12,0,1,HIGH,0.917
TJ_DUKUH_ATAS,TJ_01,18,0,112,8,80,0,1,OVERLOADED,1.4
MRT_DUKUH_ATAS,MRT_NS,20,3,138,5,1200,0,0,LOW,0.115
KRL_CAWANG,TJ_02,20,4,49,8,80,0,3,MEDIUM,0.613
TJ_DUKUH_ATAS,TJ_02,7,5,178,8,80,1,3,OVERLOADED,2.225
KRL_TANAH_ABANG,TJ_01,22,4,73,8,80,0,0,HIGH,0.912
TJ_CAWANG,KRL_CL,10,5,767,5,1200,1,2,MEDIUM,0.639
TJ_DUKUH_ATAS,MKT_01,8,6,9,12,12,0,0,HIGH,0.75
TJ_DUKUH_ATAS,MRT_NS,9,6,2126,5,1200,0,2,OVERLOADED,1.772
TJ_BLOK_M,MKT_01,9,2,20,12,12,0,1,OVERLOADED,1.667
KRL_TANAH_ABANG,TJ_02,20,6,73,8,80,0,2,HIGH,0.912
TJ_BLOK_M,MKT_01,7,6,13,12,12,0,0,OVERLOADED,1.083
KRL_CAWANG,MRT_NS,9,5,1059,5,1200,0,2,HIGH,0.882
TJ_CAWANG,KRL_CL,17,4,838,5,1200,1,0,MEDIUM,0.698
TJ_DUKUH_ATAS,KRL_CL,8,6,1093,5,1200,0,0,HIGH,0.911
TJ_DUKUH_ATAS,KRL_CL,22,5,708,5,1200,0,0,MEDIUM,0.59
TJ_BLOK_M,TJ_01,13,4,27,8,80,0,3,LOW,0.338
KRL_CAWANG,MRT_NS,19,4,1395,5,1200,0,3,OVERLOADED,1.163
KRL_CAWANG,MKT_01,7,5,20,12,12,0,3,OVERLOADED,1.667
TJ_BLOK_M,MKT_01,10,3,5,12,12,1,0,LOW,0.417
KRL_TANAH_ABANG,MKT_01,17,6,9,12,12,1,2,HIGH,0.75
TJ_BLOK_M,TJ_01,13,0,71,8,80,0,3,HIGH,0.887
MRT_DUKUH_ATAS,KRL_CL,21,1,744,5,1200,0,0,MEDIUM,0.62
KRL_CAWANG,TJ_01,7,1,56,8,80,0,1,MEDIUM,0.7
KRL_TANAH_ABANG,TJ_02,19,5,156,8,80,0,1,OVERLOADED,1.95
TJ_BLOK_M,KRL_CL,6,6,1088,5,1200,1,0,HIGH,0.907
TJ_DUKUH_ATAS,TJ_01,8,6,123,8,80,0,0,OVERLOADED,1.538
KRL_TANAH_ABANG,KRL_CL,19,2,1254,5,1200,0,3,OVERLOADED,1.045
TJ_BLOK_M,KRL_CL,20,3,554,5,1200,0,0,MEDIUM,0.462
TJ_BLOK_M,MKT_01,6,3,6,12,12,0,0,MEDIUM,0.5
TJ_BLOK_M,TJ_02,19,2,101,8,80,0,1,OVERLOADED,1.262
TJ_DUKUH_ATAS,MRT_NS,6,2,772,5,1200,1,3,MEDIUM,0.643
TJ_CAWANG,MRT_NS,6,6,426,5,1200,0,2,LOW,0.355
TJ_DUKUH_ATAS,MKT_01,17,6,22,12,12,1,0,OVERLOADED,1.833
TJ_CAWANG,TJ_02,20,4,17,8,80,0,3,LOW,0.212
TJ_BLOK_M,TJ_02,14,5,61,8,80,1,1,HIGH,0.762
TJ_CAWANG,KRL_CL,22,3,51,5,1200,0,1,LOW,0.043
TJ_BLOK_M,MKT_01,16,6,18,12,12,1,1,OVERLOADED,1.5
TJ_CAWANG,KRL_CL,11,3,364,5,1200,0,2,LOW,0.303
KRL_TANAH_ABANG,TJ_01,19,5,138,8,80,0,3,OVERLOADED,1.725
KRL_CAWANG,KRL_CL,5,5,243,5,1200,0,3,LOW,0.203
TJ_DUKUH_ATAS,MRT_NS,7,4,2469,5,1200,1,0,OVERLOADED,2.058
MRT_DUKUH_ATAS,MRT_NS,13,6,668,5,1200,1,3,MEDIUM,0.557
KRL_TANAH_ABANG,MRT_NS,7,2,1832,5,1200,0,2,OVERLOADED,1.527
TJ_CAWANG,MRT_NS,18,6,720,5,1200,1,1,MEDIUM,0.6
KRL_TANAH_ABANG,TJ_02,5,0,53,8,80,0,2,MEDIUM,0.662
MRT_DUKUH_ATAS,TJ_02,10,1,39,8,80,1,0,MEDIUM,0.487
KRL_TANAH_ABANG,KRL_CL,8,5,1824,5,1200,0,0,OVERLOADED,1.52
MRT_DUKUH_ATAS,MRT_NS,18,6,1594,5,1200,0,0,OVERLOADED,1.328
TJ_CAWANG,TJ_02,8,2,131,8,80,0,0,OVERLOADED,1.637
KRL_CAWANG,MKT_01,19,0,9,12,12,0,0,HIGH,0.75
KRL_TANAH_ABANG,MRT_NS,15,5,575,5,1200,0,2,MEDIUM,0.479
TJ_DUKUH_ATAS,TJ_02,8,1,92,8,80,0,3,OVERLOADED,1.15
TJ_CAWANG,MRT_NS,11,0,0,5,1200,0,2,LOW,0.0
TJ_CAWANG,TJ_02,14,0,40,8,80,0,1,MEDIUM,0.5
KRL_CAWANG,KRL_CL,22,1,334,5,1200,1,2,LOW,0.278
TJ_DUKUH_ATAS,MKT_01,8,6,19,12,12,0,3,OVERLOADED,1.583
TJ_DUKUH_ATAS,MRT_NS,8,0,885,5,1200,0,3,MEDIUM,0.738
TJ_BLOK_M,TJ_02,22,4,41,8,80,0,0,MEDIUM,0.512
MRT_DUKUH_ATAS,TJ_02,12,5,31,8,80,0,3,LOW,0.388
KRL_CAWANG,TJ_01,5,3,47,8,80,0,0,MEDIUM,0.588
KRL_TANAH_ABANG,KRL_CL,9,5,1573,5,1200,0,0,OVERLOADED,1.311
KRL_CAWANG,MKT_01,21,1,7,12,12,1,3,MEDIUM,0.583
