event_id,hashed_card_id,mode,route_id,tap_in_stop_id,tap_in_time,tap_out_stop_id,tap_out_time,transfer_flag
192,user_068,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 07:25:00,MRT_DUKUH_ATAS,2026-05-23 08:05:00,0
193,user_104,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 08:46:00,KRL_SUDIRMAN,2026-05-23 09:12:00,0
194,user_019,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 08:42:00,TJ_SENAYAN,2026-05-23 09:04:00,1
195,user_012,MRT,MRT_NS,MRT_DUKUH_ATAS,2026-05-23 08:48:00,TJ_DUKUH_ATAS,2026-05-23 09:21:00,0
196,user_048,Transjakarta,TJ_1,TJ_SENAYAN,2026-05-23 07:33:00,KRL_SUDIRMAN,2026-05-23 07:57:00,1
197,user_014,Transjakarta,TJ_1,TJ_DUKUH_ATAS,2026-05-23 08:45:00,MRT_DUKUH_ATAS,2026-05-23 09:07:00,1
198,user_118,Transjakarta,TJ_1,TJ_DUKUH_ATAS,2026-05-23 07:03:00,MRT_DUKUH_ATAS,2026-05-23 07:25:00,0
199,user_084,MRT,MRT_NS,MRT_DUKUH_ATAS,2026-05-23 08:21:00,TJ_DUKUH_ATAS,2026-05-23 08:55:00,0
200,user_039,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 07:17:00,TJ_SENAYAN,2026-05-23 07:56:00,0
201,user_050,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 07:12:00,TJ_DUKUH_ATAS,2026-05-23 07:49:00,0
202,user_076,KRL,KRL_BK,KRL_SUDIRMAN,2026-05-23 08:25:00,MRT_DUKUH_ATAS,2026-05-23 08:42:00,1
203,user_079,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 08:23:00,KRL_SUDIRMAN,2026-05-23 08:57:00,0
204,user_057,Transjakarta,TJ_1,TJ_DUKUH_ATAS,2026-05-23 07:04:00,TJ_SENAYAN,2026-05-23 07:40:00,0
205,user_070,Transjakarta,TJ_1,TJ_SENAYAN,2026-05-23 08:49:00,MRT_DUKUH_ATAS,2026-05-23 09:19:00,0
206,user_109,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 07:50:00,TJ_SENAYAN,2026-05-23 08:27:00,0
207,user_007,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 08:24:00,TJ_SENAYAN,2026-05-23 08:53:00,0
208,user_009,MRT,MRT_NS,MRT_DUKUH_ATAS,2026-05-23 07:16:00,TJ_SENAYAN,2026-05-23 07:59:00,0
209,user_043,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 08:15:00,TJ_DUKUH_ATAS,2026-05-23 08:32:00,0
210,user_017,MRT,MRT_NS,MRT_DUKUH_ATAS,2026-05-23 07:35:00,TJ_SENAYAN,2026-05-23 08:17:00,0
211,user_017,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 08:42:00,TJ_SENAYAN,2026-05-23 08:50:00,0
212,user_003,MRT,MRT_NS,MRT_DUKUH_ATAS,2026-05-23 08:41:00,TJ_DUKUH_ATAS,2026-05-23 09:00:00,0
213,user_068,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 07:06:00,KRL_SUDIRMAN,2026-05-23 07:21:00,0
214,user_066,Transjakarta,TJ_1,TJ_SENAYAN,2026-05-23 08:00:00,MRT_DUKUH_ATAS,2026-05-23 08:45:00,0
215,user_094,Transjakarta,TJ_1,TJ_SENAYAN,2026-05-23 07:57:00,TJ_BLOK_M,2026-05-23 08:38:00,0
216,user_008,Transjakarta,TJ_1,TJ_DUKUH_ATAS,2026-05-23 07:58:00,TJ_BLOK_M,2026-05-23 08:36:00,1
217,user_092,Transjakarta,TJ_1,TJ_DUKUH_ATAS,2026-05-23 07:54:00,KRL_SUDIRMAN,2026-05-23 08:30:00,0
218,user_009,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 08:55:00,TJ_DUKUH_ATAS,2026-05-23 09:11:00,0
219,user_049,Transjakarta,TJ_1,TJ_DUKUH_ATAS,2026-05-23 08:19:00,MRT_DUKUH_ATAS,2026-05-23 09:00:00,0
220,user_013,Transjakarta,TJ_1,TJ_SENAYAN,2026-05-23 07:58:00,KRL_SUDIRMAN,2026-05-23 08:13:00,0
221,user_053,Transjakarta,TJ_1,TJ_SENAYAN,2026-05-23 07:55:00,TJ_DUKUH_ATAS,2026-05-23 08:24:00,1
222,user_041,Transjakarta,TJ_1,TJ_SENAYAN,2026-05-23 07:51:00,TJ_BLOK_M,2026-05-23 08:26:00,0
223,user_088,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 08:25:00,TJ_DUKUH_ATAS,2026-05-23 09:03:00,0
224,user_056,MRT,MRT_NS,MRT_DUKUH_ATAS,2026-05-23 07:11:00,TJ_BLOK_M,2026-05-23 07:25:00,0
225,user_076,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 08:43:00,TJ_SENAYAN,2026-05-23 09:26:00,0
226,user_112,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 08:25:00,MRT_DUKUH_ATAS,2026-05-23 09:00:00,0
227,user_014,Transjakarta,TJ_1,TJ_DUKUH_ATAS,2026-05-23 07:36:00,MRT_DUKUH_ATAS,2026-05-23 08:20:00,0
228,user_109,Transjakarta,TJ_1,TJ_DUKUH_ATAS,2026-05-23 07:19:00,TJ_SENAYAN,2026-05-23 07:33:00,0
229,user_098,Transjakarta,TJ_1,TJ_DUKUH_ATAS,2026-05-23 08:48:00,TJ_BLOK_M,2026-05-23 09:13:00,0
230,user_078,Transjakarta,TJ_1,TJ_SENAYAN,2026-05-23 08:43:00,TJ_BLOK_M,2026-05-23 09:08:00,0
231,user_118,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 07:23:00,MRT_DUKUH_ATAS,2026-05-23 07:52:00,0
232,user_073,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 07:00:00,TJ_DUKUH_ATAS,2026-05-23 07:33:00,0
233,user_012,Transjakarta,TJ_1,TJ_DUKUH_ATAS,2026-05-23 07:18:00,TJ_BLOK_M,2026-05-23 07:59:00,0
234,user_021,Transjakarta,TJ_1,TJ_SENAYAN,2026-05-23 07:48:00,MRT_DUKUH_ATAS,2026-05-23 08:19:00,0
235,user_114,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 08:32:00,TJ_SENAYAN,2026-05-23 08:43:00,0
236,user_087,MRT,MRT_NS,MRT_DUKUH_ATAS,2026-05-23 07:20:00,TJ_BLOK_M,2026-05-23 07:33:00,0
237,user_078,Transjakarta,TJ_1,TJ_DUKUH_ATAS,2026-05-23 07:56:00,KRL_SUDIRMAN,2026-05-23 08:32:00,1
238,user_045,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 07:34:00,TJ_SENAYAN,2026-05-23 08:09:00,0
239,user_068,Transjakarta,TJ_1,TJ_DUKUH_ATAS,2026-05-23 07:36:00,KRL_SUDIRMAN,2026-05-23 08:03:00,0
240,user_001,Transjakarta,TJ_1,TJ_SENAYAN,2026-05-23 07:28:00,TJ_BLOK_M,2026-05-23 07:49:00,0
241,user_038,MRT,MRT_NS,MRT_DUKUH_ATAS,2026-05-23 07:27:00,TJ_DUKUH_ATAS,2026-05-23 07:55:00,0
242,user_023,Transjakarta,TJ_1,TJ_SENAYAN,2026-05-23 07:00:00,KRL_SUDIRMAN,2026-05-23 07:16:00,1
243,user_010,Transjakarta,TJ_1,TJ_DUKUH_ATAS,2026-05-23 08:08:00,MRT_DUKUH_ATAS,2026-05-23 08:41:00,0
244,user_111,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 07:55:00,TJ_SENAYAN,2026-05-23 08:23:00,1
245,user_038,Transjakarta,TJ_1,TJ_SENAYAN,2026-05-23 08:13:00,KRL_SUDIRMAN,2026-05-23 08:28:00,1
246,user_103,KRL,KRL_BK,KRL_SUDIRMAN,2026-05-23 07:02:00,TJ_SENAYAN,2026-05-23 07:39:00,0
247,user_032,Transjakarta,TJ_1,TJ_SENAYAN,2026-05-23 07:11:00,TJ_BLOK_M,2026-05-23 07:46:00,1
248,user_096,Transjakarta,TJ_1,TJ_BLOK_M,2026-05-23 08:07:00,MRT_DUKUH_ATAS,2026-05-23 08:36:00,0
249,user_066,MRT,MRT_NS,MRT_DUKUH_ATAS,2026-05-23 07:42:00,TJ_BLOK_M,2026-05-23 07:57:00,0
250,user_094,MRT,MRT_NS,MRT_DUKUH_ATAS,2026-05-23 08:55:00,TJ_DUKUH_ATAS,2026-05-23 09:12:00,0
